,STOCK_SYMBOL,STOCK CODE,SECTOR,SUBSECTOR,MKT,OPEN,LAST,CHG%,CHG,VOL,MKT CAP,BETA_5Y,INTERCEPT_5Y,R-SQUARED_5Y,P-VALUE_5Y,BETA STANDARD ERROR_5Y,NORMALITY TEST_5Y,annualized_standard_deviation_of_equity_5Y,annualized_excess_return_of_equity_5Y
0,MAYBANK,1155,FINANCIAL SERVICES,BANKING,MAIN,8.95,8.97,0.34,0.03,9175000.0,107371020000.0,0.7721455552028381,-0.008732749472992789,0.36226809138805655,6.169315199561596e-116,0.030015131143899875,normal,0.5338303468922663,0.03015460644314505
1,PBBANK,1295,FINANCIAL SERVICES,BANKING,MAIN,4.65,4.65,0.0,0.0,13425000.0,90259717000.0,1.1828934057424003,0.0077768971680694035,0.40336800426924835,8.210012431625187e-133,0.042148798076335335,normal,0.7800414623456451,0.0370255533508832
2,PCHEM,5183,INDUSTRIAL PRODUCTS & SERVICES,CHEMICALS,MAIN,8.76,8.8,0.23,0.02,4166000.0,70400000000.0,1.4153339142475236,0.017256113533323902,0.39495913076551586,2.8802748263314957e-129,0.05132302277680375,normal,0.8346147971649158,0.0514413846096069
3,IHH,5225,HEALTH CARE,HEALTH CARE PROVIDERS,MAIN,6.48,6.49,0.15,0.01,3231000.0,57151222000.0,0.706144123658807,-0.011504171052796518,0.20474127744532886,5.72551468950771e-60,0.040773867096326404,normal,0.7369670459123137,0.02238916806508051
4,CIMB,1023,FINANCIAL SERVICES,BANKING,MAIN,5.37,5.43,1.12,0.06,14378000.0,56875222000.0,1.1893212617305096,0.007647983975331035,0.3695796833438566,7.392465655425692e-119,0.04550899827668791,normal,0.80676894129662,0.04734393468458897
5,TENAGA,5347,UTILITIES,ELECTRICITY,MAIN,8.53,8.63,0.58,0.05,3047000.0,49649058000.0,0.8797775960263167,-0.004849597312005162,0.278315668991099,1.3575121365944885e-84,0.04150636920657008,normal,0.6570959946801153,-0.01708579119370013
6,HLBANK,5819,FINANCIAL SERVICES,BANKING,MAIN,20.88,20.88,0.48,0.1,1035000.0,45261958000.0,0.9214802286432511,-0.002594466259725245,0.31699435979070845,1.4774368353437378e-98,0.03962866445935908,normal,0.6001201179443606,0.04427348494229655
7,PMETAL,8869,INDUSTRIAL PRODUCTS & SERVICES,METALS,MAIN,4.89,4.84,-1.02,-0.05,5121000.0,39879750000.0,1.5136898069796652,0.021923456108944632,0.2509641807469935,3.677315323429053e-75,0.0766159774651233,normal,1.1334445198618495,0.07584631478632087
8,PETGAS,6033,UTILITIES,"GAS, WATER & MULTI-UTILITIES",MAIN,17.28,17.24,-0.23,-0.04,1038000.0,34113338000.0,0.5783834371790185,-0.016627722460512848,0.14823252180721497,1.559959641160907e-42,0.04062016316847032,normal,0.5182407181698878,0.01633000842514587
9,MISC,3816,TRANSPORTATION & LOGISTICS,TRANSPORTATION & LOGISTICS SERVICES,MAIN,7.28,7.2,-0.69,-0.05,1412000.0,32139310000.0,0.6126967887650603,-0.015170858913813014,0.13370842839195057,3.1085494514070085e-38,0.04569148718815976,normal,0.6618239518726773,0.0003203091670167524
10,SIMEPLT,5285,PLANTATION,PLANTATION,MAIN,4.55,4.64,1.98,0.09,2786000.0,32088916000.0,,,,,,,1.1387553784653885,-0.0038404349312437525
11,NESTLE,4707,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,135.8,135.8,0.0,0.0,43000.0,31845100000.0,0.20371112836675057,-0.03127642950143576,0.0294764390375334,3.576834333751324e-09,0.03424658925159064,normal,0.19303152409043445,0.0009004829717982332
12,MAXIS,6012,TELECOMMUNICATIONS & MEDIA,TELECOMMUNICATIONS SERVICE PROVIDERS,MAIN,3.79,3.79,0.0,0.0,1133000.0,29676264000.0,0.8148802251920819,-0.007451767017025476,0.27898568538669194,7.893154850876367e-85,0.03838060351271816,normal,0.7182539578196135,-0.026763725266031546
13,DIGI,6947,TELECOMMUNICATIONS & MEDIA,TELECOMMUNICATIONS SERVICE PROVIDERS,MAIN,3.65,3.68,0.55,0.02,1589000.0,28612000000.0,0.9079615844794329,-0.003515441844397574,0.20331768538805262,1.6284161767834383e-59,0.05265741327266524,normal,0.9578431262976579,-0.005520098995332567
14,AXIATA,6888,TELECOMMUNICATIONS & MEDIA,TELECOMMUNICATIONS SERVICE PROVIDERS,MAIN,2.92,2.9,-0.34,-0.01,2184000.0,26612732000.0,1.340947460358751,0.013632646535942226,0.26770038335154217,6.840332822288981e-81,0.06497835406708227,normal,1.0583825053954379,-0.005284243315526904
15,IOICORP,1961,PLANTATION,PLANTATION,MAIN,4.12,4.13,0.49,0.02,3155000.0,25957872000.0,0.8513025466374506,-0.005761534635816523,0.29355077541902236,5.291834378481183e-90,0.038691879834877534,normal,0.7110189725022631,-0.004138242192369468
16,RHBBANK,1066,FINANCIAL SERVICES,BANKING,MAIN,5.92,5.95,0.68,0.04,3756000.0,25061859000.0,0.9990961689854749,0.0005509338299082775,0.334844545243222,2.8725333441158974e-105,0.04125573181315098,normal,0.724280831178899,0.03215402222197117
17,KLK,2445,PLANTATION,PLANTATION,MAIN,22.4,22.4,-0.27,-0.06,1029000.0,24214798000.0,0.927571483487633,-0.0026881666017097017,0.31492962933705826,8.600355504032868e-98,0.040081619158574174,normal,0.8352647200031644,0.006029180180020077
18,PPB,4065,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,16.54,16.68,0.85,0.14,419000.0,23728950000.0,0.5042207879390409,-0.01947936243781945,0.17124488374972713,1.711460726567237e-49,0.03249840845530263,normal,0.5478506933686552,-0.011934780160153924
19,HLFG,1082,FINANCIAL SERVICES,BANKING,MAIN,19.72,19.7,0.0,0.0,229000.0,22606083000.0,1.174712425234804,0.007439483822756714,0.3896559942243737,4.6775183314395995e-127,0.04307400566342019,normal,0.7122595939319891,0.05305191543780907
20,PETDAG,5681,CONSUMER PRODUCTS & SERVICES,RETAILERS,MAIN,22.02,22.04,0.18,0.04,261000.0,21895726000.0,0.687299135368211,-0.012285845514066349,0.1321972385962775,8.628033249058388e-38,0.05159197541960088,normal,0.804197568992522,0.011385097265378619
21,TM,4863,TELECOMMUNICATIONS & MEDIA,TELECOMMUNICATIONS SERVICE PROVIDERS,MAIN,5.58,5.58,-0.18,-0.01,1916000.0,21135189000.0,0.9846752133559684,-0.0002913297937610568,0.12853421785675714,1.0174418353829318e-36,0.07511831424476333,normal,0.8100863926524873,0.049277455894894295
22,MRDIY,5296,CONSUMER PRODUCTS & SERVICES,RETAILERS,MAIN,2.15,2.11,-1.86,-0.04,3997000.0,19890297000.0,,,,,,,,
23,GENTING,3182,CONSUMER PRODUCTS & SERVICES,"TRAVEL, LEISURE & HOSPITALITY",MAIN,4.73,4.75,0.21,0.01,1353000.0,18415256000.0,1.3618924827907957,0.014338462622103858,0.30313623138535206,1.82245489744074e-93,0.060497144905489984,normal,1.0995995064287434,0.027183131911574065
24,HAPSENG,3034,INDUSTRIAL PRODUCTS & SERVICES,DIVERSIFIED INDUSTRIALS,MAIN,7.33,7.34,0.82,0.06,269000.0,18274263000.0,0.8549022717636885,-0.005637956524598607,0.22659417539565752,4.865543698874805e-67,0.0462735540264609,normal,0.7662021665572942,-0.010287851525350167
25,GENM,4715,CONSUMER PRODUCTS & SERVICES,"TRAVEL, LEISURE & HOSPITALITY",MAIN,2.99,2.97,-1.0,-0.03,2865000.0,17635993000.0,1.1217084089786926,0.004803495790999354,0.18320612735759137,3.476039602008373e-53,0.0693910167757756,normal,0.8744881610923838,0.03268854218202133
26,SIME,4197,CONSUMER PRODUCTS & SERVICES,AUTOMOTIVE,MAIN,2.3,2.3,-0.43,-0.01,6214000.0,15662812000.0,0.9601504226710201,-0.0015077127544889102,0.14272230356289817,6.800156838771577e-41,0.06894315500504924,normal,0.6864755423892773,0.012228695504188813
27,AMBANK,1015,FINANCIAL SERVICES,BANKING,MAIN,4.03,4.03,-1.23,-0.05,3053000.0,13356165000.0,1.0099191772453522,0.0006114400071871098,0.25557056252612775,1.0024489863126048e-76,0.05049867825763718,normal,0.8237153923488114,0.033270522971260874
28,DIALOG,7277,ENERGY,"ENERGY INFRASTRUCTURE, EQUIPMENT & SERVICES",MAIN,2.28,2.31,0.87,0.02,2766000.0,13042040000.0,0.9456383839638721,-0.0017387594952738145,0.19146265537008458,9.149199410463548e-56,0.056933794897376135,normal,1.0042335865909897,-0.04776755208206884
29,KLCC,5235SS,REAL ESTATE INVESTMENT TRUSTS,REAL ESTATE INVESTMENT TRUSTS,MAIN,7.03,7.03,0.14,0.01,162000.0,12691492000.0,,,,,,,,
30,QL,7084,CONSUMER PRODUCTS & SERVICES,AGRICULTURAL PRODUCTS,MAIN,5.05,5.02,-0.59,-0.03,495000.0,12216959000.0,0.33445336661864,-0.025873179011487776,0.03259449719373896,5.232087599175422e-10,0.05338321713799835,normal,0.5990794377423944,-0.026717539194305306
31,WPRTS,5246,TRANSPORTATION & LOGISTICS,TRANSPORTATION & LOGISTICS SERVICES,MAIN,3.45,3.45,0.0,0.0,372000.0,11764500000.0,0.3572883381360716,-0.025471406215083515,0.03253787760329998,5.418017457272261e-10,0.05707924936853586,normal,0.6598078441467848,-0.002554693608516345
32,INARI,0166,TECHNOLOGY,SEMICONDUCTORS,MAIN,2.92,2.92,-0.34,-0.01,6048000.0,10828532000.0,0.7865278060215871,-0.007515517221714341,0.0550003989110214,4.800074731926927e-16,0.09551773400333624,normal,1.069026440058397,0.04540693643189986
33,AIRPORT,5014,TRANSPORTATION & LOGISTICS,TRANSPORTATION & LOGISTICS SERVICES,MAIN,6.3,6.25,0.16,0.01,949000.0,10369949000.0,1.0737698362714212,0.0029916568687373413,0.18518348224213738,8.425741164261265e-54,0.06598983251597333,normal,1.081259040300516,0.016279827541141323
34,GAMUDA,5398,CONSTRUCTION,CONSTRUCTION,MAIN,3.82,3.82,0.0,0.0,1569000.0,9756016000.0,1.233341331765074,0.009544664176370753,0.17330749404959866,3.9847238664146906e-50,0.07891937772630034,normal,0.8756204770801204,0.01648773570247286
35,BKAWAN,1899,PLANTATION,PLANTATION,MAIN,23.8,23.3,-2.1,-0.5,6000.0,9309176000.0,0.6389482358725412,-0.01396721019334457,0.18248514840869393,5.8228475211406535e-53,0.039622034859488287,normal,0.6162003407541049,0.058384582173401256
36,F&N,3689,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,23.02,23.2,0.78,0.18,298000.0,8509261000.0,0.4110059733118254,-0.02340341416267445,0.06439767138180717,1.317283806626831e-18,0.04589820868832969,normal,0.7561439243969916,-0.03072861527550952
37,TIMECOM,5031,TELECOMMUNICATIONS & MEDIA,TELECOMMUNICATIONS SERVICE PROVIDERS,MAIN,4.44,4.45,0.45,0.02,1266000.0,8172808000.0,0.26955175838963136,-0.028757238351077526,0.03427986161577306,1.849791326577895e-10,0.04191652975785685,normal,0.5912091903061958,0.026486668193229868
38,SUNWAY,5211,INDUSTRIAL PRODUCTS & SERVICES,DIVERSIFIED INDUSTRIALS,MAIN,1.64,1.62,-1.82,-0.03,392000.0,7993209000.0,0.6232510080121179,-0.014844278850805345,0.11662862400089875,2.890628638164373e-33,0.050253823756633655,normal,0.7024122479486483,0.027133753216969758
39,HEIM,3255,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,24.5,24.4,0.08,0.02,172000.0,7371191000.0,0.695055621857648,-0.011501572623225154,0.09294618046477013,1.593179078925052e-26,0.0636146807742764,normal,0.9806222742224359,0.020600416158001345
40,VITROX,0097,TECHNOLOGY,SEMICONDUCTORS,MAIN,7.64,7.6,-0.26,-0.02,677000.0,7179302000.0,0.6823978150171195,-0.011321787278174254,0.05224317436824625,2.686074732360873e-15,0.08515464575751303,normal,1.206328406479717,0.03023129091052379
41,CARLSBG,2836,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,23.18,23.28,0.43,0.1,99000.0,7117813000.0,0.9486222786251622,-0.0012317684947844437,0.12367174997607012,2.650748678774629e-35,0.07398241609613193,normal,0.9581816372418704,0.006465913127045475
42,TOPGLOV,7113,HEALTH CARE,HEALTH CARE EQUIPMENT & SERVICES,MAIN,0.925,0.855,-7.57,-0.07,121560000.0,7017075000.0,1.0496190826500864,0.002623719694974387,0.0668264525988356,2.846223550904153e-19,0.11491474586652796,normal,1.6191729694344748,-0.23467480215564152
43,HARTA,5168,HEALTH CARE,HEALTH CARE EQUIPMENT & SERVICES,MAIN,2.28,2.0,-12.28,-0.28,48278000.0,6855214000.0,1.0183230871999456,0.0010099903692621856,0.0643911428997935,1.32271426969352e-18,0.11372520356269555,normal,1.8362649553728458,-0.21309967396050578
44,MPI,3867,TECHNOLOGY,SEMICONDUCTORS,MAIN,32.0,32.04,-0.5,-0.16,354000.0,6724697000.0,0.4986429729987223,-0.018923356315299386,0.02656800902242859,2.146950313953393e-08,0.0884300850961811,normal,1.2563402939965402,0.08741405118170409
45,IJM,3336,CONSTRUCTION,CONSTRUCTION,MAIN,1.8,1.77,-1.67,-0.03,429000.0,6456192000.0,1.1321791302405215,0.00531825955198912,0.13799087856404088,1.7065675479043317e-39,0.08290541990721981,normal,1.035195022328879,0.044930293741537675
46,YINSON,7293,ENERGY,"ENERGY INFRASTRUCTURE, EQUIPMENT & SERVICES",MAIN,2.06,2.09,1.95,0.04,1096000.0,6379419000.0,1.0538089609001113,0.002655252819581566,0.17534539383264253,9.407964456509149e-51,0.06695573597593334,normal,0.9408104014776196,-0.041839407634341796
47,YTL,4677,UTILITIES,"GAS, WATER & MULTI-UTILITIES",MAIN,0.565,0.565,0.0,0.0,6011000.0,6227861000.0,1.0287030121898746,0.0009372703323125703,0.11095855114376467,1.2309530079528988e-31,0.08531151703145859,normal,1.0306113200010827,-0.018126728540408532
48,YTLPOWR,6742,UTILITIES,"GAS, WATER & MULTI-UTILITIES",MAIN,0.74,0.735,-0.68,-0.005,926000.0,5996283000.0,0.973361501587486,-0.0010726356209232665,0.16517644818348778,1.2211173564187338e-47,0.06411128580977711,normal,0.8888653592684108,0.022978725419193324
49,UTDPLT,2089,PLANTATION,PLANTATION,MAIN,14.5,14.4,0.14,0.02,48000.0,5994267000.0,0.20870758559502745,-0.03139654962244906,0.03479505088677221,1.345967960623897e-10,0.03220522245904881,normal,0.468726454735427,0.009228075682036874
50,GENP,2291,PLANTATION,PLANTATION,MAIN,6.53,6.62,0.46,0.03,57000.0,5940511000.0,0.6373954862070048,-0.014650812414844852,0.14626773595569653,6.009675146391779e-42,0.04511620887535898,normal,0.8826372083270495,-0.03855105606313414
51,IGBREIT,5227,REAL ESTATE INVESTMENT TRUSTS,REAL ESTATE INVESTMENT TRUSTS,MAIN,1.65,1.65,-1.2,-0.02,129000.0,5912253000.0,0.2871777768220008,-0.028213355482811855,0.03389689990445514,2.342888831895841e-10,0.04491791756940784,normal,0.5795101720831541,0.001962261188194425
52,MYEG,0138,TECHNOLOGY,DIGITAL SERVICES,MAIN,0.795,0.785,-1.88,-0.015,15268000.0,5815764000.0,0.9878497781619165,0.00021698282317369338,0.045250033958603504,2.0848299358282222e-13,0.13294233885290507,normal,1.059681635190151,0.01787432051571969
53,BIMB,5258,FINANCIAL SERVICES,BANKING,MAIN,2.67,2.66,-0.37,-0.01,358000.0,5733016000.0,0.874814374626411,-0.00500683191727129,0.1577121593457134,2.2312356495841984e-45,0.059231212705479284,normal,1.0158885859359335,-0.017826153181104143
54,ABMB,2488,FINANCIAL SERVICES,BANKING,MAIN,3.61,3.59,-0.28,-0.01,1771000.0,5557700000.0,1.0047295346084,0.0005366887521733657,0.22456554708821175,2.2477775477052073e-66,0.05469998268782867,normal,0.8032314991253836,0.0672555551760814
55,FGV,5222,PLANTATION,PLANTATION,MAIN,1.53,1.52,0.0,0.0,252000.0,5545190000.0,1.2795457295335817,0.011727141508471726,0.11934796181437732,4.743546092613365e-34,0.1018327607609113,normal,1.0553092993016657,0.03518826258999308
56,IOIPG,5249,PROPERTY,PROPERTY,MAIN,0.98,0.98,0.0,0.0,342000.0,5396022000.0,1.0395652506971205,0.001332067637971869,0.1547519903029243,1.7383118195873897e-44,0.07118078088314043,normal,1.2026858691382805,0.011837202129131974
57,SCIENTX,4731,INDUSTRIAL PRODUCTS & SERVICES,PACKAGING MATERIALS,MAIN,3.4,3.42,0.59,0.02,256000.0,5304420000.0,0.5837605921917016,-0.01620883584390429,0.08913201524466689,1.8738557679103544e-25,0.054674228949131314,normal,0.7482489038445906,0.017273522844256206
58,LPI,8621,FINANCIAL SERVICES,INSURANCE,MAIN,13.34,13.3,0.0,0.0,61000.0,5298491000.0,0.4932852957665237,-0.020064262363755813,0.12184452513343215,8.98435969934828e-35,0.03879876519177122,normal,0.4321859552635405,0.01426234489789735
59,SUNREIT,5176,REAL ESTATE INVESTMENT TRUSTS,REAL ESTATE INVESTMENT TRUSTS,MAIN,1.52,1.51,0.0,0.0,556000.0,5171460000.0,0.36290932603066606,-0.025315834603049196,0.054385572950726345,7.049416432419647e-16,0.04433537200217128,normal,0.6134087327623499,0.0014203209220369217
60,BURSA,1818,FINANCIAL SERVICES,OTHER FINANCIALS,MAIN,6.38,6.38,0.16,0.01,225000.0,5163328000.0,1.0246252517987395,0.001340504216049157,0.22521385581241618,1.378924038327589e-66,0.055679517329098184,normal,0.7117156658916984,-0.031789235496742396
61,D&O,7204,TECHNOLOGY,SEMICONDUCTORS,MAIN,4.09,4.09,-0.73,-0.03,1152000.0,5060177000.0,1.0461951076634577,0.0040684439589272064,0.07174394232655558,1.2664603778328617e-20,0.11025314823291796,normal,1.7797506565076553,0.18368198716719952
62,GREATEC,0208,TECHNOLOGY,TECHNOLOGY EQUIPMENT,MAIN,3.9,4.0,1.27,0.05,1151000.0,5008541000.0,,,,,,,1.6227859421393929,0.028210204464978794
63,UNISEM,5005,TECHNOLOGY,SEMICONDUCTORS,MAIN,2.98,3.01,1.01,0.03,863000.0,4855368000.0,0.46621909589905636,-0.020377207189397967,0.014472339534741018,3.7851520058599586e-05,0.11271770370079928,normal,1.6561338895745306,0.07404203016910405
64,AFFIN,5185,FINANCIAL SERVICES,BANKING,MAIN,2.15,2.14,-0.47,-0.01,565000.0,4734386000.0,1.0156314513018843,0.0008305699658986421,0.2990724987752729,5.426359874054473e-92,0.04555347255961808,normal,0.8574057172275887,0.048909078169906195
65,CHINHIN,5273,INDUSTRIAL PRODUCTS & SERVICES,BUILDING MATERIALS,MAIN,5.01,5.23,4.39,0.22,1200000.0,4628979000.0,0.6449831491163799,-0.012134001224209722,0.02794366143760231,9.198221447156791e-09,0.11145241119237582,normal,2.0625909920324625,0.2642560066757964
66,FRONTKN,0128,TECHNOLOGY,SEMICONDUCTORS,MAIN,2.9,2.9,-0.34,-0.01,1341000.0,4582443000.0,1.467103071439682,0.021545830388618292,0.13041905375412546,2.8618727222400366e-37,0.11098956487068297,normal,1.3785276078189683,0.02805176748328897
67,ASTRO,6399,TELECOMMUNICATIONS & MEDIA,MEDIA,MAIN,0.875,0.875,0.0,0.0,2690000.0,4562693000.0,1.0163707488102296,0.0003642172795022547,0.11500593145646526,8.477452580645953e-33,0.0826036532494873,normal,0.8173120553362766,0.0303021585813541
68,UWC,5292,TECHNOLOGY,SEMICONDUCTORS,MAIN,4.04,4.03,-0.74,-0.03,532000.0,4438501000.0,,,,,,,1.6604594837189468,0.06369791248377599
69,MBSB,1171,FINANCIAL SERVICES,OTHER FINANCIALS,MAIN,0.59,0.6,1.69,0.01,6023000.0,4302890000.0,1.0804450878548342,0.003079048372678757,0.19134953357491039,9.928909742149393e-56,0.0650738427324298,normal,1.0000984214746842,0.015525927089314884
70,ORIENT,4006,CONSUMER PRODUCTS & SERVICES,AUTOMOTIVE,MAIN,6.85,6.8,-0.87,-0.06,10000.0,4218677000.0,0.45568635225640847,-0.02144337574557973,0.10421484666813575,1.0359185977904463e-29,0.03914174580389449,normal,0.5832212700419321,0.03722555354610435
71,PMBTECH,7172,INDUSTRIAL PRODUCTS & SERVICES,METALS,MAIN,3.31,3.33,1.22,0.04,727000.0,4183007000.0,0.7997458404727089,-0.005038055492036939,0.028608789164277587,6.105338221515065e-09,0.13653260406525844,normal,2.378398312835592,0.21432909695219227
72,GASMSIA,5209,UTILITIES,"GAS, WATER & MULTI-UTILITIES",MAIN,3.2,3.2,0.0,0.0,1146000.0,4108800000.0,0.3119803185370937,-0.027166881677525935,0.0624846835141517,4.393227284396198e-18,0.03540516584747652,normal,0.43996540873641254,0.03002093763576319
73,LCTITAN,5284,INDUSTRIAL PRODUCTS & SERVICES,CHEMICALS,MAIN,1.78,1.77,0.0,0.0,406000.0,4092885000.0,1.2381769941906253,0.00937278604222426,0.12458504515004881,1.4388208546353352e-35,0.09615985316121449,normal,1.3529973198180407,0.01729346996112202
74,KPJ,5878,HEALTH CARE,HEALTH CARE PROVIDERS,MAIN,0.87,0.885,1.14,0.01,781000.0,3987377000.0,0.556956062330111,-0.017613847419186424,0.0730278157648621,5.60650117556602e-21,0.0581362705665005,normal,0.8083583136789538,0.01005157865024664
75,PAVREIT,5212,REAL ESTATE INVESTMENT TRUSTS,REAL ESTATE INVESTMENT TRUSTS,MAIN,1.32,1.3,-1.52,-0.02,246000.0,3968653000.0,0.32667200959673665,-0.02685349379859465,0.03591474251274078,6.742483402604766e-11,0.04958728195900197,normal,0.6183852463697334,-0.011051177486063768
76,UOADEV,5200,PROPERTY,PROPERTY,MAIN,1.66,1.64,-0.61,-0.01,166000.0,3950076000.0,0.6905379224770599,-0.012328897559111662,0.11481577961070837,9.615431674241477e-33,0.0561746808047814,normal,0.7037192807580744,0.01457764914455062
77,VS,6963,INDUSTRIAL PRODUCTS & SERVICES,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",MAIN,1.0,0.99,-1.0,-0.01,1950000.0,3801126000.0,0.8184542080078698,-0.006482263947759727,0.041116592798066,2.7037864534439597e-12,0.11579925506220164,normal,1.4341550461811075,0.026031828841981408
78,AEONCR,5139,FINANCIAL SERVICES,OTHER FINANCIALS,MAIN,13.92,14.02,0.0,0.0,65000.0,3579414000.0,0.8584523035406332,-0.0051856488442888135,0.13361821797128262,3.304034679794636e-38,0.06404349520387681,normal,0.9707900051018561,0.05650449241664912
79,UMW,4588,CONSUMER PRODUCTS & SERVICES,AUTOMOTIVE,MAIN,2.95,3.0,1.01,0.03,27000.0,3504882000.0,1.5491879259287842,0.021933877276865743,0.23413140328522414,1.59442070983949e-69,0.08208965641416041,normal,0.9067639745345586,0.019228034876069167
80,MFCB,3069,UTILITIES,ELECTRICITY,MAIN,3.51,3.49,-0.57,-0.02,109000.0,3449349000.0,0.9027548198648436,-0.003004358274015323,0.12990079511474117,4.057229638776666e-37,0.068451872753241,normal,0.7078107055298006,0.009190942831023285
81,CTOS,5301,TECHNOLOGY,DIGITAL SERVICES,MAIN,1.47,1.45,-2.03,-0.03,3339000.0,3349500000.0,,,,,,,,
82,MALAKOF,5264,UTILITIES,ELECTRICITY,MAIN,0.65,0.66,1.54,0.01,1087000.0,3300000000.0,0.7445877232883619,-0.00993745447733067,0.1205140616038689,2.1818488702755733e-34,0.05893163590553025,normal,0.6763178276772035,-0.026761455033861292
83,SIMEPROP,5288,PROPERTY,PROPERTY,MAIN,0.475,0.475,0.0,0.0,1067000.0,3230399000.0,,,,,,,1.1348226824075196,-0.02906866395543073
84,SPSETIA,8664,PROPERTY,PROPERTY,MAIN,0.78,0.785,0.0,0.0,783000.0,3199258000.0,1.5013080687178781,0.01957696949453621,0.13952034627220933,6.032569296786585e-40,0.10923413807641544,normal,1.55024707971139,0.0005948455015820642
85,AXREIT,5106,REAL ESTATE INVESTMENT TRUSTS,REAL ESTATE INVESTMENT TRUSTS,MAIN,1.94,1.92,-1.54,-0.03,101000.0,3150824000.0,0.21413302323939803,-0.030986973125145208,0.02264794910278963,2.404916184361701e-07,0.04121276570183909,normal,0.4462547627091827,0.004823959696627966
86,FFB,5306,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,1.64,1.67,1.83,0.03,2005000.0,3102785000.0,,,,,,,,
87,HLIND,3301,CONSUMER PRODUCTS & SERVICES,AUTOMOTIVE,MAIN,9.01,9.11,-0.11,-0.01,11000.0,2987203000.0,0.6324236157610963,-0.014407785442547037,0.1270179227134752,2.8173026375669104e-36,0.04857527601056639,normal,0.5627494439128558,0.03173556817640133
88,BAT,4162,CONSUMER PRODUCTS & SERVICES,PERSONAL GOODS,MAIN,10.24,10.3,0.78,0.08,100000.0,2940959000.0,0.7118390182413633,-0.01208835266801429,0.046161129811301466,1.1840401227098247e-13,0.09480213545809812,normal,0.803391559020994,0.017709248804258948
89,PENTA,7160,TECHNOLOGY,TECHNOLOGY EQUIPMENT,MAIN,4.16,4.06,-2.17,-0.09,1410000.0,2892008000.0,1.2027181680981904,0.010010610951938781,0.08132791018074419,2.821380021374322e-23,0.1184299002560901,normal,1.3082746872942477,-0.00015581580938706097
90,HONGSENG,0041,TECHNOLOGY,SOFTWARE,MAIN,0.55,0.55,-0.9,-0.005,7164000.0,2809629000.0,0.8860748017610801,-0.0005789289016181892,0.007273810367954269,0.0035489063679135942,0.3032781875267448,normal,2.9415142852831835,0.09900299804108936
91,DNEX,4456,TECHNOLOGY,DIGITAL SERVICES,MAIN,0.885,0.89,0.0,0.0,38717000.0,2809135000.0,2.005945781373461,0.042009492252408666,0.11160014423355416,8.060780004771008e-32,0.16581663188067322,normal,2.9311169565295656,0.1539548839938094
92,MCEMENT,3794,INDUSTRIAL PRODUCTS & SERVICES,BUILDING MATERIALS,MAIN,2.13,2.11,-1.86,-0.04,117000.0,2764525000.0,1.3665754967273072,0.014547012307759476,0.10566525884479784,4.003430063767623e-30,0.11648087030146766,normal,1.3088297281568235,0.006520257189968959
93,TAKAFUL,6139,FINANCIAL SERVICES,INSURANCE,MAIN,3.25,3.28,0.92,0.03,67000.0,2746363000.0,0.7353191524246784,-0.010365658487838002,0.09996577117379109,1.6647637160123562e-28,0.06464229518016439,normal,0.6269342089869414,-0.035941783411738815
94,KOSSAN,7153,HEALTH CARE,HEALTH CARE EQUIPMENT & SERVICES,MAIN,1.18,1.07,-8.55,-0.1,33960000.0,2736923000.0,0.6126579261131829,-0.015181458303548601,0.02393230199464025,1.0894782464502628e-07,0.11463119683661345,normal,1.6896886658682402,-0.18938852071118184
95,CAPITALA,5099,CONSUMER PRODUCTS & SERVICES,"TRAVEL, LEISURE & HOSPITALITY",MAIN,0.645,0.65,0.78,0.005,5113000.0,2705166000.0,1.631190538869604,0.02618865370639243,0.04892588876946161,2.1223826403037192e-14,0.21070728411789597,normal,1.7019052116494966,-0.0033743688330281074
96,LITRAK,6645,TRANSPORTATION & LOGISTICS,TRANSPORTATION & LOGISTICS SERVICES,MAIN,4.81,4.83,0.84,0.04,558000.0,2606624000.0,0.40393050246156653,-0.02354742739402061,0.029744306021313567,3.032515290258223e-09,0.06759037668860304,normal,0.5740844112270262,0.032731913312341376
97,GCB,5102,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,2.3,2.41,2.99,0.07,396000.0,2592514000.0,1.0666347182239593,0.004148018568955969,0.10792341121927408,9.085530853851466e-31,0.08984543008158564,normal,0.9559969937338337,-0.03780373145532279
98,SKPRES,7155,INDUSTRIAL PRODUCTS & SERVICES,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",MAIN,1.63,1.62,-0.61,-0.01,191000.0,2531631000.0,0.8837407318857965,-0.003726981901445728,0.05575561369647708,2.99309346108278e-16,0.10655156063678621,normal,1.380032623554603,0.04256731178906925
