,STOCK_SYMBOL,STOCK CODE,SECTOR,SUBSECTOR,MKT,OPEN,LAST,CHG%,CHG,VOL,MKT CAP,BETA_5Y,INTERCEPT_5Y,R-SQUARED_5Y,P-VALUE_5Y,BETA STANDARD ERROR_5Y,NORMALITY TEST_5Y,annualized_standard_deviation_of_equity_5Y,annualized_excess_return_of_equity_5Y
544,HLT,0188,INDUSTRIAL PRODUCTS & SERVICES,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",ACE,0.22,0.22,0.0,0.0,1579000.0,162019000.0,1.777264574001752,0.03280319348964788,0.04707905732813336,6.693701753722361e-14,0.2342629879356707,normal,2.558623586636484,-0.21106574786287702
545,CRG,03016,CONSUMER PRODUCTS & SERVICES,PERSONAL GOODS,LEAP,0.2,0.2,-4.76,-0.01,95000.0,161130000.0,,,,,,,3.4189552054882446,0.14135193063158003
546,LSH,03047,INDUSTRIAL PRODUCTS & SERVICES,DIVERSIFIED INDUSTRIALS,LEAP,0.0,0.45,0.0,0.0,0.0,160220000.0,,,,,,,,
547,MMSV,0113,TECHNOLOGY,TECHNOLOGY EQUIPMENT,MAIN,0.715,0.775,8.39,0.06,3424000.0,160206000.0,1.3773274162757316,0.015367624159795895,0.08650115952359577,1.020324093951475e-24,0.1311345907935852,normal,1.812911960282363,0.01724958260885323
548,KPOWER,7130,CONSUMER PRODUCTS & SERVICES,PERSONAL GOODS,MAIN,0.29,0.295,1.72,0.005,17840000.0,160125000.0,1.869170577435559,0.036598771298584146,0.07309688294365231,5.3658885444427545e-21,0.19500857821220238,normal,2.800052028353079,-0.08215850540538439
549,SALUTE,0183,CONSUMER PRODUCTS & SERVICES,PERSONAL GOODS,MAIN,0.355,0.375,5.63,0.02,255000.0,159938000.0,1.5152177597717846,0.020481630492842975,0.08593329309050966,1.4701185566149337e-24,0.1447839121453882,normal,1.5830050728132021,-0.02748036550115529
550,YBS,0025,INDUSTRIAL PRODUCTS & SERVICES,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",ACE,0.63,0.625,-0.79,-0.005,4758000.0,157294000.0,1.0097915061267184,0.0023916064941230386,0.030898413685012508,1.4888771554351174e-09,0.16568580841391767,normal,2.8028155275283457,0.1591510795243849
551,GCAP,7676,TRANSPORTATION & LOGISTICS,TRANSPORTATION & LOGISTICS SERVICES,MAIN,0.47,0.49,3.16,0.015,124000.0,157139000.0,0.5128831961556842,-0.018545579327276254,0.009712472047122533,0.0007482246998338663,0.1517299348611841,normal,2.0416076010383617,-0.06888375533257696
552,HPMT,5291,INDUSTRIAL PRODUCTS & SERVICES,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",MAIN,0.44,0.475,7.95,0.035,509000.0,156032000.0,,,,,,,1.4453564056553703,0.05037816108169135
553,GOB,1147,PROPERTY,PROPERTY,MAIN,0.345,0.34,-1.45,-0.005,2997000.0,154590000.0,0.4704526652990362,-0.02031949707637046,0.005571376687580698,0.010751043971189221,0.18414440060691872,normal,3.7775344016190586,0.041144161806532686
554,XL,7121,CONSUMER PRODUCTS & SERVICES,CONSUMER SERVICES,MAIN,0.705,0.7,0.0,0.0,3275000.0,152718000.0,0.9207595597398192,-0.002114854048784448,0.03176533758720611,8.724432490207974e-10,0.14893502731371222,normal,2.3557329516123207,0.04677133882540119
555,RHONEMA,5278,CONSUMER PRODUCTS & SERVICES,AGRICULTURAL PRODUCTS,MAIN,0.0,0.69,0.0,0.0,0.0,152646000.0,0.03331100003739831,-0.03871918058982213,0.00018533760506811423,0.6422237095591574,0.07168077391120918,normal,1.1929659572861806,0.018581067826790587
556,FLBHD,5197,INDUSTRIAL PRODUCTS & SERVICES,WOOD & WOOD PRODUCTS,MAIN,1.36,1.36,0.74,0.01,24000.0,151961000.0,0.7774691402677774,-0.00843709764367638,0.06022909727928916,1.8132918767294154e-17,0.08997627660365756,normal,1.3832708716059041,0.05177516091587453
557,BIOHLDG,0179,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,ACE,0.11,0.11,0.0,0.0,1823000.0,151588000.0,1.106417536644262,0.004437974089707898,0.032418073856910715,5.83349201363588e-10,0.17709502377143985,normal,1.367915729601514,-0.10159660337003773
558,WTHORSE,5009,INDUSTRIAL PRODUCTS & SERVICES,BUILDING MATERIALS,MAIN,0.0,0.63,0.0,0.0,0.0,151200000.0,0.14129102513700376,-0.03513469154385538,0.005586983567304694,0.010641120865579749,0.05522634691570006,normal,0.9198766231879527,0.005694735587169042
559,DOMINAN,7169,INDUSTRIAL PRODUCTS & SERVICES,WOOD & WOOD PRODUCTS,MAIN,0.915,0.91,-1.62,-0.015,8000.0,150369000.0,0.30748899669867086,-0.027519103772094017,0.010327883651002071,0.0005071029989825813,0.08818741562124617,normal,1.689042068269679,0.03883586329505739
560,CHHB,5738,PROPERTY,PROPERTY,MAIN,0.51,0.5,-3.85,-0.02,1111000.0,149994000.0,0.6102743531240714,-0.01572289834724812,0.019731656797210177,1.4544779786857684e-06,0.12602388647197638,normal,2.2634351806221824,-0.07823032425858756
561,MYTECH,7692,INDUSTRIAL PRODUCTS & SERVICES,METALS,MAIN,0.635,0.67,0.75,0.005,2374000.0,149924000.0,0.0728136963237471,-0.03436926042088114,0.00010494569661739782,0.7266437110458321,0.20823081949727032,normal,4.172537257150827,0.20571549968874958
562,PELIKAN,5231,CONSUMER PRODUCTS & SERVICES,CONSUMER SERVICES,MAIN,0.25,0.245,0.0,0.0,431000.0,148993000.0,0.42149917135416426,-0.02287455339072351,0.00561901337927414,0.010419117314136042,0.164278275493598,normal,2.7076226175133913,0.047465752134988826
563,MYCRON,5087,INDUSTRIAL PRODUCTS & SERVICES,METALS,MAIN,0.45,0.455,-1.09,-0.005,306000.0,148811000.0,1.2068615317766578,0.008971226445786254,0.041411597735256156,2.2523580929507353e-12,0.1701177279097569,normal,2.489271549735929,0.06978549131430523
564,BOXPAK,6297,INDUSTRIAL PRODUCTS & SERVICES,PACKAGING MATERIALS,MAIN,0.0,1.22,0.0,0.0,0.0,146457000.0,0.444627007610263,-0.02195521945451896,0.012994769810341273,9.509878879260737e-05,0.1135293909706305,normal,1.8721705097303325,0.013574083306210127
565,MBRIGHT,2097,CONSUMER PRODUCTS & SERVICES,"TRAVEL, LEISURE & HOSPITALITY",MAIN,0.08,0.075,-6.25,-0.005,265000.0,146051000.0,0.6559725012935346,-0.013372328569008194,0.013204641826725007,8.341643015963483e-05,0.16613950317558623,normal,2.2186984984774956,-0.020297367257149812
566,ARBB,7181,TECHNOLOGY,SOFTWARE,MAIN,0.12,0.12,0.0,0.0,2706000.0,145972000.0,1.5078498045662831,0.021377448860322966,0.042133415168598795,1.4403320445798994e-12,0.21063682581821172,normal,2.0049765805134654,-0.10192806882156225
567,MYETFDJ,0821EA,EXCHANGE TRADED FUND-EQUITY,EQUITY FUND,ETF,1.06,1.06,0.0,0.0,0.0,145750000.0,,,,,,,,
568,METROD,6149,INDUSTRIAL PRODUCTS & SERVICES,METALS,MAIN,1.21,1.21,0.83,0.01,8000.0,145200000.0,0.038682045277513684,-0.038321080769310276,0.00023854460777888105,0.5981347183198857,0.07336853694416803,normal,1.2536423778255856,0.004218357155512109
569,ARTRONIQ,0038,INDUSTRIAL PRODUCTS & SERVICES,CHEMICALS,ACE,0.465,0.455,-3.19,-0.015,1131000.0,144611000.0,1.2552365108913552,0.01173808447076731,0.020369943045357216,9.806496666507042e-07,0.255034388348845,normal,3.9091512335190726,0.1274907522995612
570,AWC,7579,INDUSTRIAL PRODUCTS & SERVICES,INDUSTRIAL SERVICES,MAIN,0.45,0.45,0.0,0.0,185000.0,144609000.0,1.333792990249601,0.013165166275231663,0.13956341979967288,5.858310462091173e-40,0.09702845126839284,normal,1.3577426622873607,0.018502350168376758
571,ROHAS,9741,INDUSTRIAL PRODUCTS & SERVICES,INDUSTRIAL ENGINEERING,MAIN,0.295,0.305,1.67,0.005,496000.0,144161000.0,1.47260067390675,0.018378352469721672,0.14154854806383171,1.5150293179167404e-40,0.10624957278514557,normal,1.4609828409326129,-0.019992836861356
572,MMIS,03027,INDUSTRIAL PRODUCTS & SERVICES,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",LEAP,0.0,0.24,0.0,0.0,0.0,144000000.0,,,,,,,1.0966371542623299,0.05236078866577909
573,REXIT,0106,TECHNOLOGY,SOFTWARE,ACE,0.76,0.76,0.0,0.0,15000.0,143893000.0,0.6638660590035519,-0.013137610510622195,0.06582142922218738,5.367686283546298e-19,0.07327381420649273,normal,0.9119982080368539,0.025193278676010067
574,ADVCON,5281,CONSTRUCTION,CONSTRUCTION,MAIN,0.29,0.29,-1.69,-0.005,150000.0,142899000.0,1.175606108889755,0.006551927066395506,0.10902147805774907,4.411662535660172e-31,0.09846376910136904,normal,0.9144612264308021,-0.02110247675687127
575,PPHB,8273,INDUSTRIAL PRODUCTS & SERVICES,PACKAGING MATERIALS,MAIN,0.52,0.53,0.0,0.0,20000.0,140660000.0,1.2713164327593507,0.011300292890568595,0.10080420476409178,9.633780946019245e-29,0.1112444895827868,normal,1.3015348875340633,0.010019989529725493
576,SYF,7082,CONSUMER PRODUCTS & SERVICES,HOUSEHOLD GOODS,MAIN,0.245,0.245,0.0,0.0,108000.0,140657000.0,0.25572581847394454,-0.02982093755030099,0.005019487402111344,0.015489551811305154,0.1054846382258788,normal,1.7139280399631092,0.05811044252086184
577,TIENWAH,7374,INDUSTRIAL PRODUCTS & SERVICES,INDUSTRIAL SERVICES,MAIN,0.0,0.96,0.0,0.0,0.0,138953000.0,0.4716679446061773,-0.021072405155421508,0.03416604713049003,1.984381343656675e-10,0.07347291414946336,normal,1.0070333173978967,0.015512017937615141
578,HIGHTEC,7033,INDUSTRIAL PRODUCTS & SERVICES,INDUSTRIAL ENGINEERING,MAIN,0.965,1.14,18.13,0.175,2967000.0,138893000.0,0.4144709782701864,-0.02142634857681739,0.005322916962849591,0.012666559164490434,0.165995904789642,normal,3.308265965065221,0.1466368082525893
579,TWRREIT,5111,REAL ESTATE INVESTMENT TRUSTS,REAL ESTATE INVESTMENT TRUSTS,MAIN,0.495,0.495,1.02,0.005,2000.0,138847000.0,0.5310362414245344,-0.019185128736308652,0.11575272458053996,5.1679504426745915e-33,0.04300138588320027,normal,0.5822170413153736,-0.016269919382025932
580,VERSATL,4995,INDUSTRIAL PRODUCTS & SERVICES,PACKAGING MATERIALS,MAIN,0.5,0.495,-4.81,-0.025,212000.0,138649000.0,0.7455398968540881,-0.009799295048497556,0.02421408828996862,9.157748864363107e-08,0.13865998137874302,normal,1.307695482026299,-0.033696653766312146
581,YEWLEE,0248,INDUSTRIAL PRODUCTS & SERVICES,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",ACE,0.26,0.26,0.0,0.0,6102000.0,138433000.0,,,,,,,,
582,AURORA,03037,CONSUMER PRODUCTS & SERVICES,PERSONAL GOODS,LEAP,0.0,0.22,0.0,0.0,0.0,137731000.0,,,,,,,3.1305371670883755,0.010613777465528607
583,LANDMRK,1643,CONSUMER PRODUCTS & SERVICES,"TRAVEL, LEISURE & HOSPITALITY",MAIN,0.205,0.205,2.5,0.005,5000.0,137660000.0,0.9173827256254985,-0.003984330248799128,0.05325968672727812,1.4242481154108653e-15,0.11331925919472875,normal,1.9860842402643428,-0.017548867681887792
584,TEKSENG,7200,CONSUMER PRODUCTS & SERVICES,HOUSEHOLD GOODS,MAIN,0.375,0.38,2.7,0.01,47000.0,137054000.0,1.3230134612207305,0.013588482159168476,0.07218227392763642,9.589867920381307e-21,0.1389688147303164,normal,1.300092894916168,-0.06601819533822617
585,TOCEAN,7218,TRANSPORTATION & LOGISTICS,TRANSPORTATION & LOGISTICS SERVICES,MAIN,2.1,2.1,-2.78,-0.06,86000.0,136707000.0,0.5679986518009521,-0.014755317956878435,0.0040482011792102686,0.029749679245300358,0.26101920274980833,normal,4.853779378693976,0.16004105000441626
586,MOBILIA,0229,CONSUMER PRODUCTS & SERVICES,HOUSEHOLD GOODS,ACE,0.195,0.195,2.63,0.005,770000.0,136500000.0,,,,,,,,
587,INFOTEC,0253,TECHNOLOGY,DIGITAL SERVICES,ACE,0.38,0.375,-1.32,-0.005,5595000.0,136211000.0,,,,,,,,
588,AVI,8885,CONSUMER PRODUCTS & SERVICES,"TRAVEL, LEISURE & HOSPITALITY",MAIN,0.095,0.12,20.0,0.02,45962000.0,135995000.0,1.8972479969503397,0.03667036673879965,0.07426314104244798,2.5572729526227533e-21,0.1962538842795683,normal,3.233949390993853,0.05236078866577909
589,PESONA,8311,CONSTRUCTION,CONSTRUCTION,MAIN,0.0,0.195,0.0,0.0,0.0,135522000.0,0.7773137103837849,-0.00939860419726472,0.06533893960789557,7.277300171466521e-19,0.08613395697245159,normal,0.9841458227121763,-0.020772020241151434
590,GUH,3247,INDUSTRIAL PRODUCTS & SERVICES,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",MAIN,0.45,0.48,5.49,0.025,4524000.0,134530000.0,0.9781772351580189,-0.0008187017956116788,0.06408311674657814,1.6060301047696653e-18,0.10952201277732974,normal,1.6373742954428063,0.027494895689289756
591,ASIAPAC,4057,PROPERTY,PROPERTY,MAIN,0.1,0.09,-10.0,-0.01,203000.0,133996000.0,1.03471508522349,0.0014085888728409615,0.08573023515294503,1.675128810219707e-24,0.09899835756348362,normal,1.3381715888763377,-0.022339683503289187
592,GLOTEC,5220,INDUSTRIAL PRODUCTS & SERVICES,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",MAIN,0.485,0.495,0.0,0.0,72000.0,133215000.0,0.3015629785480568,-0.02816057076055785,0.006868557009984377,0.0046109728971444825,0.10623941580393641,normal,1.5880843293309392,0.03622998277486289
593,PARAGON,9407,CONSUMER PRODUCTS & SERVICES,HOUSEHOLD GOODS,MAIN,1.58,1.58,-1.25,-0.02,2000.0,132451000.0,0.009805207084229259,-0.03790383428728504,4.270516633108281e-06,0.9437800234565024,0.139012121556621,normal,2.3558244400966646,0.19918870940350075
594,CARIMIN,5257,ENERGY,"ENERGY INFRASTRUCTURE, EQUIPMENT & SERVICES",MAIN,0.565,0.565,0.0,0.0,68000.0,132141000.0,1.746479280343308,0.03185776773459063,0.07590087901423934,9.019893737554557e-22,0.17854033725538002,normal,1.7356556019139189,-0.005060198434737817
595,MFLOUR-LA,3662LA,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,BOND,0.0,1.2,0.0,0.0,0.0,131471000.0,,,,,,,,
596,WANGZNG,7203,CONSUMER PRODUCTS & SERVICES,HOUSEHOLD GOODS,MAIN,0.805,0.82,1.86,0.015,3000.0,131200000.0,0.2620905940431561,-0.02959099593570079,0.009858833905443303,0.0006820318950669311,0.07695276976983134,normal,0.7350048537038829,-0.004236507293013503
597,VIS,0120,TECHNOLOGY,SEMICONDUCTORS,ACE,0.685,0.745,9.56,0.065,5302000.0,130158000.0,1.8145172086935681,0.0338525850575527,0.09135320657504904,4.465198960649091e-26,0.16766166697275792,normal,2.420640776140043,0.04085543309923523
598,PASDEC,6912,PROPERTY,PROPERTY,MAIN,0.315,0.325,3.17,0.01,3000.0,130120000.0,0.8302057015603193,-0.006654303334406676,0.040093641701379426,5.09293279039307e-12,0.1190143778502652,normal,1.2867796167795307,0.06277963092151229
599,MUIPROP,3913,PROPERTY,PROPERTY,MAIN,0.165,0.17,6.25,0.01,212000.0,129890000.0,0.6009106033001116,-0.015694375383296977,0.014953121851019604,2.806728391595567e-05,0.1428924945503381,normal,1.5961050648639818,-0.04045592791797592
600,PLB,7055,PROPERTY,PROPERTY,MAIN,1.12,1.15,0.0,0.0,2000.0,129254000.0,0.2598925092901401,-0.02973482609740632,0.012349578339226647,0.00014236201627168402,0.06809361041299739,normal,0.8363980267707968,0.0
601,NWP,5025,INDUSTRIAL PRODUCTS & SERVICES,WOOD & WOOD PRODUCTS,MAIN,0.24,0.245,2.08,0.005,8718000.0,128969000.0,1.088209824619933,0.005466239801164827,0.021647675767298948,4.4569738723659724e-07,0.2143343030425373,normal,2.436689445923257,0.05843811154797596
602,ASIABRN,7722,CONSUMER PRODUCTS & SERVICES,PERSONAL GOODS,MAIN,0.55,0.55,0.0,0.0,3000.0,127956000.0,0.06056945280283493,-0.037283331709068196,0.0002112522240927583,0.619885003368503,0.12207989999006763,normal,2.1670565588363626,0.051196202585641615
603,MAA,1198,FINANCIAL SERVICES,INSURANCE,MAIN,0.475,0.485,2.11,0.01,37000.0,127910000.0,0.4313257325858872,-0.022709528649952064,0.01386177615493839,5.5364134326596084e-05,0.10658641661180923,normal,1.1125565910606052,-0.044745585091066076
604,EFFICEN,0064,INDUSTRIAL PRODUCTS & SERVICES,INDUSTRIAL SERVICES,MAIN,0.18,0.18,0.0,0.0,50000.0,127643000.0,1.818611631809794,0.033432471016437246,0.08978220800046471,1.2318094471732864e-25,0.16965025671177908,normal,1.6775760193641067,0.003136900938725873
605,TOMEI,7230,CONSUMER PRODUCTS & SERVICES,RETAILERS,MAIN,0.925,0.92,0.0,0.0,140000.0,127512000.0,0.8541246918648752,-0.004625157870503646,0.023058709619418,1.8668261691587302e-07,0.16288273271895481,normal,1.469958048977362,-0.01016814743095562
606,CEKD,0238,INDUSTRIAL PRODUCTS & SERVICES,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",ACE,0.62,0.655,5.65,0.035,4375000.0,127445000.0,,,,,,,,
607,FOCUS,0116,CONSUMER PRODUCTS & SERVICES,"TRAVEL, LEISURE & HOSPITALITY",ACE,0.02,0.02,-20.0,-0.005,603000.0,127444000.0,1.4036433745769716,0.017147208521898757,0.04560189426723574,1.675709592158053e-13,0.18813394401515507,normal,3.1643945174060963,-0.3821508205737034
608,PGLOBE,3611,PROPERTY,PROPERTY,MAIN,0.165,0.17,3.03,0.005,26000.0,126926000.0,0.5042663716110305,-0.02005224952232508,0.004020238375374597,0.030320916843615455,0.23253932030158,normal,4.852738904964131,-0.16047893846817018
609,ESCERAM,0100,INDUSTRIAL PRODUCTS & SERVICES,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",ACE,0.25,0.25,0.0,0.0,463000.0,126384000.0,1.5514944641007002,0.02414229635553885,0.04133006494277974,2.369000857168228e-12,0.21892168269709406,normal,2.736188995747203,-0.04205093157442885
610,AMLEX,03011,TECHNOLOGY,SEMICONDUCTORS,LEAP,0.0,0.47,0.0,0.0,0.0,126013000.0,,,,,,,2.477283979963205,0.08820085760261787
611,SCNWOLF,7239,INDUSTRIAL PRODUCTS & SERVICES,BUILDING MATERIALS,MAIN,0.645,0.64,-3.76,-0.025,1197000.0,125563000.0,1.5485050062708912,0.024107396939963124,0.04509060902508565,2.3017014491303487e-13,0.20877941802844815,normal,2.7471793928538917,0.11167841913464915
612,UZMA,7250,ENERGY,"ENERGY INFRASTRUCTURE, EQUIPMENT & SERVICES",MAIN,0.355,0.355,-1.39,-0.005,122000.0,124971000.0,1.812634084942386,0.032196180286609394,0.15075954310555154,2.7405529609096926e-43,0.12604340035921258,normal,1.6681081562348414,-0.05463367010938125
613,DATAPRP,8338,TECHNOLOGY,DIGITAL SERVICES,MAIN,0.19,0.185,-2.63,-0.005,3991000.0,124814000.0,1.0123026730782012,0.0035545219237471046,0.004188573388705895,0.027046525818358463,0.4573017981265501,normal,9.439173465427254,0.006188020869671185
614,LEBTECH,9628,CONSTRUCTION,CONSTRUCTION,MAIN,0.0,0.91,0.0,0.0,0.0,124200000.0,-0.6540303518373738,-0.06624411806378006,0.029681024835370072,3.153122121233748e-09,0.10956018491914712,normal,1.3085865934054057,-0.026057224547678892
615,INSAS-PB,3379PB,FINANCIAL SERVICES,OTHER FINANCIALS,MAIN,0.935,0.935,-0.53,-0.005,2000.0,123985000.0,,,,,,,,
616,HOHUP,5169,CONSTRUCTION,CONSTRUCTION,MAIN,0.25,0.25,2.04,0.005,11000.0,123715000.0,0.9036433208151229,-0.004329743232106928,0.07154967454650664,1.4325344150249217e-20,0.09536951746960294,normal,0.9547350920791488,-0.07258507166124195
617,PCCS,6068,CONSUMER PRODUCTS & SERVICES,PERSONAL GOODS,MAIN,0.56,0.575,3.6,0.02,1279000.0,123641000.0,1.5768840638175305,0.024576282206634534,0.11082191719761653,1.3470422045051832e-31,0.13086344427856383,normal,1.230876331603844,0.05292794364368447
618,PRLEXUS,8966,CONSUMER PRODUCTS & SERVICES,PERSONAL GOODS,MAIN,0.465,0.445,-5.32,-0.025,2417000.0,123144000.0,1.417517878381161,0.017420353382524734,0.049115778694262896,1.885800846751382e-14,0.1827338001570807,normal,3.1614904001597575,0.006468886060481793
619,VIZIONE,7070,CONSTRUCTION,CONSTRUCTION,MAIN,0.06,0.06,0.0,0.0,739000.0,122861000.0,1.5860066538500943,0.022139348962831894,0.09314134456672915,1.404042386690314e-26,0.14499084871232026,normal,2.4910293293522923,-0.21753668682137484
620,WONG,7050,INDUSTRIAL PRODUCTS & SERVICES,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",MAIN,0.5,0.485,-2.02,-0.01,19349000.0,122289000.0,0.8722669073699044,-0.003723788918590716,0.03517679442630366,1.0633992583741101e-10,0.13383884293158238,normal,2.2001041273537254,0.058621667655762266
621,SEDANIA,0178,TELECOMMUNICATIONS & MEDIA,TELECOMMUNICATIONS EQUIPMENT,ACE,0.365,0.35,-4.11,-0.015,7343000.0,121573000.0,1.0865198034947128,0.00584434359373278,0.010840106930121874,0.0003671784868979874,0.3040823060124626,normal,5.497464381814326,0.08723258552654567
622,PUNCAK,6807,CONSTRUCTION,CONSTRUCTION,MAIN,0.27,0.27,1.89,0.005,37000.0,121307000.0,1.6173636177174024,0.024707169823877155,0.10101500798472836,8.395314832465952e-29,0.14136046866054575,normal,2.203540826014858,0.02799115832316179
623,LIENHOE,3573,PROPERTY,PROPERTY,MAIN,0.0,0.335,0.0,0.0,0.0,121184000.0,0.1513623660337832,-0.033719108562821315,0.0018425271808894127,0.1427927280651789,0.10321611888177476,normal,1.8220029342255453,0.04433916985760966
624,LEESK,8079,CONSUMER PRODUCTS & SERVICES,HOUSEHOLD GOODS,MAIN,0.72,0.72,0.0,0.0,0.0,120827000.0,0.7427721631161149,-0.008992726812920255,0.04338133049307064,6.64603634712622e-13,0.10219052940063335,normal,1.2872500082017144,0.054063706150787816
625,INTA,0192,CONSTRUCTION,CONSTRUCTION,MAIN,0.225,0.225,0.0,0.0,137000.0,120433000.0,1.044320857245492,0.002001968520012193,0.1335209357561212,3.52861932589952e-38,0.07794268139915565,normal,1.0422555533155786,0.004874802565939085
626,SKHAWK,03049,ENERGY,"ENERGY INFRASTRUCTURE, EQUIPMENT & SERVICES",LEAP,0.0,0.75,0.0,0.0,0.0,120000000.0,,,,,,,,
627,CGB,8052,INDUSTRIAL PRODUCTS & SERVICES,PACKAGING MATERIALS,MAIN,0.95,0.96,0.0,0.0,1362000.0,119792000.0,0.470100445112225,-0.019862581043640307,0.007147944219807454,0.003849079476073436,0.16232275011962294,normal,3.175513394511672,0.09346730040857132
628,PWRWELL,0217,INDUSTRIAL PRODUCTS & SERVICES,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",ACE,0.205,0.205,2.5,0.005,4000.0,119013000.0,,,,,,,1.0549727718140858,-0.042381375499389584
629,INGENIEU,5178,INDUSTRIAL PRODUCTS & SERVICES,METALS,MAIN,0.12,0.12,0.0,0.0,610000.0,118528000.0,1.1389500125156058,0.006743524775434238,0.027829706734718754,9.867297676871701e-09,0.19722345345384545,normal,2.078186165536327,0.04516775432710052
630,SJC,9431,TELECOMMUNICATIONS & MEDIA,MEDIA,MAIN,0.0,2.44,0.0,0.0,0.0,118421000.0,0.5950002708620314,-0.014240509452764394,0.011581018148869885,0.00023046671220153576,0.1610465287034384,normal,2.6904531332858004,0.16615659383924086
631,KYM,8362,INDUSTRIAL PRODUCTS & SERVICES,PACKAGING MATERIALS,MAIN,0.85,0.775,-8.28,-0.07,7723000.0,117637000.0,0.6568689921305066,-0.012717628727823699,0.01783801202840707,4.69002212072579e-06,0.14280194848259442,normal,2.31338450110857,0.1057866556743523
632,ICTZONE,03038,TECHNOLOGY,TECHNOLOGY EQUIPMENT,LEAP,0.0,0.22,0.0,0.0,0.0,117427000.0,,,,,,,,
633,KHIND,7062,CONSUMER PRODUCTS & SERVICES,HOUSEHOLD GOODS,MAIN,2.92,2.92,2.46,0.07,18000.0,116972000.0,0.2223130849729481,-0.030370453651829575,0.0030106380737716606,0.06095614227671315,0.11852720679821464,normal,2.42996952345548,0.06927614721833031
634,RL,0219,ENERGY,"ENERGY INFRASTRUCTURE, EQUIPMENT & SERVICES",MAIN,0.395,0.4,0.0,0.0,730000.0,116178000.0,,,,,,,2.1212900224632985,-0.012932308016083915
635,MINHO,5576,INDUSTRIAL PRODUCTS & SERVICES,WOOD & WOOD PRODUCTS,MAIN,0.325,0.325,-1.52,-0.005,11000.0,115935000.0,1.2785288314815249,0.011693592100513982,0.11879356642172632,6.859711338797697e-34,0.10202108371706704,normal,1.1290466875417549,-0.01292292536118822
636,STRAITS,0080,TRANSPORTATION & LOGISTICS,TRANSPORTATION & LOGISTICS SERVICES,ACE,0.13,0.125,-3.85,-0.005,703000.0,115845000.0,0.9667045769746582,-0.0014020549188186252,0.10973475065985078,2.758076312109199e-31,0.08067118422159648,normal,1.1621149365804337,-0.02903446946870991
637,RESINTC,7232,INDUSTRIAL PRODUCTS & SERVICES,BUILDING MATERIALS,MAIN,0.775,0.785,0.64,0.005,1254000.0,115242000.0,0.4152656902791933,-0.02215172075159401,0.0074779272351645845,0.0031117279923594744,0.14016596052542707,normal,1.955705727817736,0.12475765594884347
638,ALCOM,2674,INDUSTRIAL PRODUCTS & SERVICES,METALS,MAIN,0.815,0.85,1.8,0.015,2000.0,114181000.0,0.934886649125024,-0.002541653099807223,0.046211329632876344,1.1476888384487258e-13,0.1244365158072554,normal,1.9195979998939607,0.08205455712951526
639,NICE,7139,CONSUMER PRODUCTS & SERVICES,PERSONAL GOODS,MAIN,0.13,0.13,0.0,0.0,336000.0,114077000.0,-0.41589942393907303,-0.05301141311100929,0.0006437898056841049,0.3864968928849978,0.4800798369269699,normal,1.524657085179453,-0.08335989762665452
640,AZRB,7078,CONSTRUCTION,CONSTRUCTION,MAIN,0.19,0.19,0.0,0.0,0.0,113603000.0,1.4201641269952234,0.016216290057355087,0.10854187084862847,6.04900387367026e-31,0.11924149131290686,normal,1.3586684393108612,-0.02126946883707559
641,BHIC,8133,TRANSPORTATION & LOGISTICS,TRANSPORTATION EQUIPMENT,MAIN,0.455,0.455,0.0,0.0,5000.0,113048000.0,0.47385161889748967,-0.022049972570108684,0.026324818293744633,2.4940138544400312e-08,0.08443135616151612,normal,1.1449727275151813,-0.030793612804704384
642,APB,5568,INDUSTRIAL PRODUCTS & SERVICES,INDUSTRIAL ENGINEERING,MAIN,0.96,1.0,4.71,0.045,591000.0,112875000.0,0.5649625325178321,-0.016941478374041488,0.023491395062486303,1.4297296736206654e-07,0.10671864866989032,normal,1.7077084671390244,0.1021282474611036
643,WEGMANS,0197,CONSUMER PRODUCTS & SERVICES,HOUSEHOLD GOODS,MAIN,0.2,0.205,2.5,0.005,384000.0,112757000.0,,,,,,,1.279025832810994,-0.024377444297959627
644,IREKA,8834,CONSTRUCTION,CONSTRUCTION,MAIN,0.495,0.495,0.0,0.0,18000.0,112753000.0,0.24789028331518195,-0.02986702288143083,0.005778178309384453,0.009384201335423673,0.09526704991159606,normal,1.587803582118983,0.030923218441688327
