,STOCK_SYMBOL,STOCK CODE,SECTOR,SUBSECTOR,MKT,OPEN,LAST,CHG%,CHG,VOL,MKT CAP,BETA_5Y,INTERCEPT_5Y,R-SQUARED_5Y,P-VALUE_5Y,BETA STANDARD ERROR_5Y,NORMALITY TEST_5Y,annualized_return_of_equity_5Y,annualized_standard_deviation_of_equity_5Y,SKEWNESS_5Y,PEARSON_KURTOSIS_5Y,FISHER_KURTOSIS_5Y,SHARPE_RATIO_5Y,TREYNOR_RATIO_5Y
25,HAPSENG,3034,INDUSTRIAL PRODUCTS & SERVICES,DIVERSIFIED INDUSTRIALS,MAIN,6.99,6.86,-2.42,-0.17,631000.0,17079216000.0,0.9087126858199348,0.0001411837274302165,0.21824218971862205,4.543619540448508e-68,0.048939538689843465,not normal,-6.661338147750939e-16,0.24671485562735596,1.0339641539902227,21.272439843710487,18.272439843710487,-0.0006308897062405769,-0.00017128611190399032
26,SIME,4197,CONSUMER PRODUCTS & SERVICES,AUTOMOTIVE,MAIN,2.22,2.2,-0.45,-0.01,16923000.0,14981821000.0,0.7739842429497357,6.186723276980661e-05,0.10442119967217073,1.852520236160072e-31,0.06449947854888317,not normal,0.004717218739106688,0.3264557017904152,0.17946207452385846,72.11356741804856,69.11356741804856,0.01397301027765156,0.005893619822195352
27,AMBANK,1015,FINANCIAL SERVICES,BANKING,MAIN,4.08,4.1,1.23,0.05,12318000.0,13588158000.0,0.918851560808631,0.000279004882375124,0.194401176631981,5.477717482032575e-60,0.053225756842614234,not normal,0.002060467186707271,0.26012698105048576,-0.5448298116010828,9.845531520138245,6.845531520138245,0.0073226441802525626,0.0020730413977200876
28,DIALOG,7277,ENERGY,"ENERGY INFRASTRUCTURE, EQUIPMENT & SERVICES",MAIN,2.21,2.29,4.09,0.09,7440000.0,12929122000.0,1.0441472227211905,0.0004466259259303322,0.2057484989875116,8.357911114978743e-64,0.05837661965474267,not normal,-9.992007221626409e-16,0.2957057620450555,-0.4337975388733237,12.195650263584247,9.195650263584247,-0.0005263673650314134,-0.00014906888550315458
29,QL,7084,CONSUMER PRODUCTS & SERVICES,AGRICULTURAL PRODUCTS,MAIN,5.12,5.13,1.18,0.06,1198000.0,12484661000.0,0.4539924306460361,0.0006222725560947492,0.06047442991137976,1.7021691854528923e-18,0.05091943122094054,not normal,-0.0013927993780897818,0.3201322295411143,-11.641104389074833,292.96016536082266,289.96016536082266,-0.004836905184775152,-0.003410738013137322
30,KLCC,5235SS,REAL ESTATE INVESTMENT TRUSTS,REAL ESTATE INVESTMENT TRUSTS,MAIN,6.81,6.63,-2.93,-0.2,929000.0,11969358000.0,0.2740522519571677,4.4737599813010514e-05,0.03808476546257816,4.407206640588884e-12,0.039191569424948045,not normal,0.0012738771609368538,0.17757394610385996,0.15086272290623154,17.133345093570135,14.133345093570135,0.006297248682481601,0.004080343402251486
31,WPRTS,5246,TRANSPORTATION & LOGISTICS,TRANSPORTATION & LOGISTICS SERVICES,MAIN,3.38,3.22,-5.01,-0.17,12198000.0,10980200000.0,0.9324152843160155,0.00030307687500614436,0.131069982417357,1.3124539801551943e-39,0.06831509628030288,not normal,-0.0012453374244115745,0.3208945283047293,0.6658969478294109,22.960994053097075,19.960994053097075,-0.004365880884925608,-0.0015025357378504883
32,INARI,0166,TECHNOLOGY,SEMICONDUCTORS,MAIN,2.78,2.8,1.08,0.03,7596000.0,10396697000.0,1.2859844511237883,0.0007018093450683078,0.11424610398691948,1.9509170295536912e-34,0.10189152797980222,not normal,-7.771561172376096e-16,0.47401818063575896,-3.107335373931945,53.101759405045755,50.101759405045755,-0.00032836264335532546,-0.00012103557135237646
33,GAMUDA,5398,CONSTRUCTION,CONSTRUCTION,MAIN,3.89,3.95,1.54,0.06,9752000.0,10234724000.0,1.0369676527275595,0.00025514243885682456,0.11137765798253747,1.4546235884122806e-33,0.08334725550615361,not normal,-0.011656497772794205,0.39767637515884685,-1.5537708441177123,26.437180187314606,23.437180187314606,-0.02970291516781014,-0.011391047352842404
34,AIRPORT,5014,TRANSPORTATION & LOGISTICS,TRANSPORTATION & LOGISTICS SERVICES,MAIN,5.99,5.9,-1.5,-0.09,3467000.0,9789232000.0,1.1764000523232818,0.0001506923668187171,0.17802548212743288,1.4262808795788396e-54,0.07192993173304552,not normal,0.004504673084851918,0.3957179448199944,4.828688336697123,75.45849628086427,72.45849628086427,0.010990209766804876,0.003696891387816359
35,BKAWAN,1899,PLANTATION,PLANTATION,MAIN,22.24,22.2,-0.09,-0.02,1000.0,8869687000.0,0.361641289654167,8.76348116676676e-07,0.062209907348351696,5.360203980598824e-19,0.03995467233474008,not normal,-0.003355777181707875,0.1806459251427768,-3.429816485927438,51.515205446634276,48.515205446634276,-0.019438174659759513,-0.00970969616842444
36,SUNWAY,5211,INDUSTRIAL PRODUCTS & SERVICES,DIVERSIFIED INDUSTRIALS,MAIN,1.64,1.72,5.52,0.09,1325000.0,8486617000.0,0.5669828052349631,0.0001360624332123239,0.08005077758298568,3.346356290945809e-24,0.0546934804021627,not normal,-0.0077130070604558565,0.250503732240288,0.2136490183638507,9.364643549490994,6.364643549490994,-0.03141133608220796,-0.013878122670732972
37,TIMECOM,5031,TELECOMMUNICATIONS & MEDIA,TELECOMMUNICATIONS SERVICE PROVIDERS,MAIN,4.55,4.58,0.0,0.0,3317000.0,8411564000.0,0.352890850107932,0.00040818349222484227,0.04629100573348211,2.0212523911092047e-14,0.04557918445365578,not normal,-0.002207506787593294,0.2674807430787698,-9.245356409482712,216.29388187443533,213.29388187443533,-0.008834866477429504,-0.006696565381793786
38,F&N,3689,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,22.22,22.32,0.27,0.06,190000.0,8186496000.0,0.5286769800553809,9.091742003267015e-05,0.07937374958792766,5.292615850594791e-24,0.051234222547597984,not normal,-0.0021410639678242083,0.2338085257399765,-0.31931577149986073,7.868505335462512,4.868505335462512,-0.009823054242126721,-0.004344266758834254
