,STOCK_SYMBOL,STOCK CODE,SECTOR,SUBSECTOR,MKT,OPEN,LAST,CHG%,CHG,VOL,MKT CAP,BETA_5Y,INTERCEPT_5Y,R-SQUARED_5Y,P-VALUE_5Y,BETA STANDARD ERROR_5Y,NORMALITY TEST_5Y,annualized_return_of_equity_5Y,annualized_standard_deviation_of_equity_5Y,SKEWNESS_5Y,PEARSON_KURTOSIS_5Y,FISHER_KURTOSIS_5Y,SHARPE_RATIO_5Y,TREYNOR_RATIO_5Y
248,MFLOUR,3662,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,0.58,0.575,-1.71,-0.01,226000.0,586551000.0,0.9153037162950709,-0.0004532324448141395,0.07711766162605135,2.4333178460352847e-23,0.09010066328484719,not normal,-0.007426540053519615,0.9532931266023952,25.85738646074576,820.2043951353037,817.2043951353037,-0.007953681511723832,-0.008283796712856971
249,MIECO,5001,INDUSTRIAL PRODUCTS & SERVICES,WOOD & WOOD PRODUCTS,MAIN,0.58,0.58,0.87,0.005,7904000.0,580000000.0,0.8103323877491215,0.00037127888711560597,0.04345557978058143,1.3031961265283136e-13,0.10818312329994341,not normal,6.661338147750939e-16,0.49480377177931645,1.0242251042989268,8.80573379527522,5.80573379527522,-0.0003145688688485116,-0.00019208150278054268
250,HUPSENG,5024,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,0.725,0.725,0.0,0.0,100000.0,580000000.0,0.28452240735946394,-0.0002309639773820696,0.05075862866741005,1.0641807237151437e-15,0.03501195686036807,not normal,-0.007380862765718366,0.1918158796145701,6.697566096382694,142.3252136284461,139.3252136284461,-0.03929034782549444,-0.026488292076722247
251,SWKPLNT,5135,PLANTATION,PLANTATION,MAIN,2.1,2.07,-0.48,-0.01,67000.0,579600000.0,0.41642597736475734,0.0005213509276351708,0.030897857800570434,4.829083574322108e-10,0.06636283438477442,not normal,0.0,0.3412736345741521,-4.269026348199349,82.17171728858013,79.17171728858013,-0.0004560852261133086,-0.0003737755837814254
252,UNIWALL,03017,CONSTRUCTION,CONSTRUCTION,LEAP,0.0,0.79,0.0,0.0,0.0,577806000.0,-0.03898481393571866,0.0008173194201828584,0.00012000654445192053,0.7003028707108525,0.1012589596474255,not normal,0.0,0.4433769912762919,-22.4094931362699,747.528947303605,744.528947303605,-0.0003510553453466625,0.003992576777406479
253,PANTECH,5125,INDUSTRIAL PRODUCTS & SERVICES,METALS,MAIN,0.685,0.685,0.0,0.0,1549000.0,575218000.0,0.8237209526826899,0.0005744313027992959,0.07847956409880268,9.692384473879732e-24,0.0803194689879171,not normal,-0.006536534164350738,0.3864985783425584,-0.4120866974202231,24.556383352626895,21.556383352626895,-0.017314899464418304,-0.008124333860085667
254,JTIASA,4383,PLANTATION,PLANTATION,MAIN,0.6,0.59,-1.67,-0.01,935000.0,574494000.0,1.4776861018639418,0.000273626304790738,0.12078880360353046,1.9500397340713584e-36,0.11344411593666899,not normal,-0.011699115521825898,0.6548596627706553,7.408643309224279,152.30410489551505,149.30410489551505,-0.018102757061659074,-0.008022519376519582
255,LGMS,0249,TECHNOLOGY,DIGITAL SERVICES,ACE,1.35,1.23,-6.82,-0.09,9405000.0,560880000.0,,,,,,,,,,,,,
256,INSAS,3379,FINANCIAL SERVICES,OTHER FINANCIALS,MAIN,0.8,0.8,1.91,0.015,68000.0,554678000.0,1.1791121465024372,0.00032297264798250813,0.19984850184705408,8.186933215591332e-62,0.0671362836886001,not normal,0.0063030247557720465,0.333791088584094,0.268889344285944,17.537913866442747,14.537913866442747,0.0184168334722694,0.005213562519235804
257,JAKS,4723,CONSTRUCTION,CONSTRUCTION,MAIN,0.26,0.27,3.85,0.01,19047000.0,551426000.0,1.2089612499485134,0.002820170222019193,0.006427539533617656,0.0047811573158049745,0.4277167877812306,not normal,0.004132412253371687,1.8787544531138094,30.250656302619632,1014.7241404380386,1011.7241404380386,0.002116701511466503,0.0032894043467065503
258,MUDA,3883,INDUSTRIAL PRODUCTS & SERVICES,PACKAGING MATERIALS,MAIN,1.8,1.8,0.0,0.0,89000.0,549092000.0,0.9100279726180707,0.0008516757607671135,0.05409911770895584,1.1699428150947748e-16,0.10828018454059207,not normal,-0.001049317939408989,0.5060127080449236,0.6140971780535159,27.81916167694673,24.81916167694673,-0.0023812994872319995,-0.0013240997402900322
259,TANCO,2429,PROPERTY,PROPERTY,MAIN,0.31,0.31,0.0,0.0,22551000.0,547648000.0,1.326893226668688,0.003392700110749504,0.022563438136452202,1.1090451396423391e-07,0.2485101606753321,not normal,2.220446049250313e-16,1.140657770712916,0.5193880460732397,13.006488865404467,10.006488865404467,-0.00013645623322564043,-0.00011730398472363668
260,POS,4634,TRANSPORTATION & LOGISTICS,TRANSPORTATION & LOGISTICS SERVICES,MAIN,0.665,0.68,2.26,0.015,1653000.0,532288000.0,1.1896494210889323,-0.0010665287490236677,0.10916700083950863,6.813443228541264e-33,0.09670256136295918,not normal,-0.0015313993586096863,3.0602369137427567,34.013037714024705,1183.4595005148992,1180.4595005148992,-0.0005512805932850604,-0.001418106201284684
261,RANHILL,5272,UTILITIES,"GAS, WATER & MULTI-UTILITIES",MAIN,0.405,0.405,1.25,0.005,425000.0,524846000.0,0.5690400953651966,1.947812131628508e-05,0.0403975053475455,9.689199297917537e-13,0.07891831432875065,not normal,0.0011146761032096997,0.38420637579855926,3.1848529043960454,42.23280542369028,39.23280542369028,0.0024961226591441515,0.001685340362181256
262,KIPREIT,5280,REAL ESTATE INVESTMENT TRUSTS,REAL ESTATE INVESTMENT TRUSTS,MAIN,0.895,0.895,0.0,0.0,147000.0,518160000.0,,,,,,,,,,,,,
263,SIGN,7246,CONSUMER PRODUCTS & SERVICES,HOUSEHOLD GOODS,MAIN,1.69,1.75,2.94,0.05,933000.0,516685000.0,1.0267657685254346,0.0012216189056738218,0.054616881406898916,8.304625379298174e-17,0.12155655256394879,not normal,-0.03142162710050855,0.6013485525542959,-0.2447924746603482,66.38117512924924,63.38117512924924,-0.052510772378467976,-0.030754119324263
264,WASEONG,5142,ENERGY,"ENERGY INFRASTRUCTURE, EQUIPMENT & SERVICES",MAIN,0.66,0.665,0.76,0.005,514000.0,515301000.0,1.3414967609101232,0.0004911999286926444,0.10546818525831468,8.952216055624029e-32,0.11117145981589371,not normal,0.009347433452484344,0.5545892083597458,1.7377576181367034,34.81086725119665,31.810867251196647,0.016574039759768712,0.0068518865326644696
265,SLVEST,0215,INDUSTRIAL PRODUCTS & SERVICES,INDUSTRIAL SERVICES,MAIN,0.775,0.77,0.0,0.0,2514000.0,514017000.0,1.3232227453106646,0.0007470245401215078,0.10364336255274233,3.178196285825383e-31,0.11073098184405766,not normal,-0.001486177991272264,0.5120851598528612,-0.26773872224376527,22.749776548285627,19.749776548285627,-0.003206161753516305,-0.0012407796494444782
266,SAB,5134,INDUSTRIAL PRODUCTS & SERVICES,CHEMICALS,MAIN,3.7,3.72,0.0,0.0,10000.0,509395000.0,0.19263460414408165,-0.00012029856963614104,0.01101324984857536,0.000217758907143131,0.051944350066789026,not normal,4.440892098500626e-16,0.2405204847854861,1.1117828698820884,18.87459764379748,15.874597643797479,-0.0006471376561943933,-0.0008080057240100015
267,HARBOUR,2062,TRANSPORTATION & LOGISTICS,TRANSPORTATION & LOGISTICS SERVICES,MAIN,1.27,1.27,-1.55,-0.02,1714000.0,508508000.0,0.5035072731827361,0.0009271423313820514,0.019091304871707074,1.0709855923572296e-06,0.10269960073222235,not normal,-9.992007221626409e-16,0.5045347713348682,-1.8257718979212876,54.36391861614328,51.36391861614328,-0.0003085017557470872,-0.0003091313096797562
268,CHINWEL,5007,INDUSTRIAL PRODUCTS & SERVICES,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",MAIN,1.7,1.69,-0.59,-0.01,146000.0,506211000.0,0.8997573807101581,0.0003966428104283723,0.10932792742475508,6.089779351670581e-33,0.07307777216001236,not normal,-0.010077615834361509,0.3436164899083854,-0.2752682390269803,12.708344414249447,9.708344414249447,-0.029781066967656738,-0.011373361215526664
269,RSENA,5270,SPECIAL PURPOSE ACQUISITION COMPANY,SPECIAL PURPOSE ACQUISITION COMPANY,MAIN,0.0,0.505,0.0,0.0,0.0,505000000.0,0.01310367671379491,-7.189327251146978e-05,0.0011597507627382475,0.23134981095897172,0.010942722220589476,not normal,-3.3306690738754696e-16,0.06258889954828377,-9.092387544516786,215.8937180549269,212.8937180549269,-0.0024868605122465985,-0.011878335080392766
270,MEDIA,4502,TELECOMMUNICATIONS & MEDIA,MEDIA,MAIN,0.45,0.455,1.11,0.005,40000.0,504686000.0,0.8620005519602234,0.00040921751891254674,0.037718224901590894,5.60211404331052e-12,0.12389379971252258,not normal,0.007874978081612749,0.5916409624989226,2.2931691768375346,25.302256281593476,22.302256281593476,0.01304731874246375,0.008955131410609225
271,CIHLDG,2828,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,3.05,3.05,0.0,0.0,0.0,494100000.0,0.5244643659110996,0.0007445995236496072,0.02442717114698991,3.287797847339746e-08,0.09431391382731596,not normal,-0.004484469267975522,0.45784246031251763,-1.0436268483541173,45.421584634962876,42.421584634962876,-0.010134750559394374,-0.008847348709203472
272,HIAPTEK,5072,INDUSTRIAL PRODUCTS & SERVICES,METALS,MAIN,0.28,0.28,0.0,0.0,709000.0,489362000.0,1.3159374297628366,0.0005283668244250085,0.08144080605751658,1.3043322159765604e-24,0.12575761826146173,not normal,-0.009260858749459477,0.6086884425842779,2.0216575954344433,21.72192692692856,18.72192692692856,-0.015470161668047357,-0.0071557419063213515
273,HEXTECH,5136,TRANSPORTATION & LOGISTICS,TRANSPORTATION & LOGISTICS SERVICES,MAIN,3.8,3.8,0.0,0.0,30000.0,488866000.0,0.6825837212730949,0.0023736519430590346,0.022566783567056572,1.1066266708998146e-07,0.12782952140499435,not normal,0.0021186597502196314,0.6916699486674255,-5.9013671554692175,141.89017711378833,138.89017711378833,0.002838073117402762,0.002875852186698997
274,SNS,0259,TECHNOLOGY,TECHNOLOGY EQUIPMENT,ACE,0.305,0.3,0.0,0.0,125330000.0,483834000.0,,,,,,,,,,,,,
275,NTPM,5066,CONSUMER PRODUCTS & SERVICES,HOUSEHOLD GOODS,MAIN,0.43,0.43,1.18,0.005,52000.0,482976000.0,0.7857625402569159,-3.0668629568102456e-05,0.08170475983232847,1.0904996407745928e-24,0.07495926676841076,not normal,0.002881888928487175,0.41812078769790906,6.633343389637823,138.6252163257195,135.6252163257195,0.0065202189078090314,0.0034695457291773297
276,REVENUE,0200,TECHNOLOGY,DIGITAL SERVICES,MAIN,1.03,1.01,-0.98,-0.01,933000.0,481691000.0,1.2796183831871286,0.0009248803867821045,0.08698802978341905,2.998472352812015e-26,0.11796562697810693,not normal,0.002129942729468981,0.5405436057025932,-4.492480379363139,99.71428694349396,96.71428694349396,0.0036524210921180947,0.001542876292352391
277,SWIFT,5303,TRANSPORTATION & LOGISTICS,TRANSPORTATION & LOGISTICS SERVICES,MAIN,0.545,0.54,-0.92,-0.005,2543000.0,480494000.0,,,,,,,,,,,,,
278,HARISON,5008,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,6.5,7.01,7.85,0.51,177000.0,480109000.0,0.2187074168077854,0.0007154682601906523,0.0145295531959984,2.1311734797631622e-05,0.05125375693931253,not normal,-0.0006835133319469389,0.3476955415573218,-15.16154021438277,413.70111483416827,410.70111483416827,-0.0024135000149257176,-0.003836921522765339
279,FIMACOR,3107,INDUSTRIAL PRODUCTS & SERVICES,INDUSTRIAL SERVICES,MAIN,0.0,1.95,0.0,0.0,0.0,478260000.0,0.4934736028476796,0.0002740038478463552,0.06818946060559838,9.869435263273989e-21,0.05190815931911988,not normal,-1.1102230246251565e-16,0.25181757045692876,-1.7701244032883174,29.997006221232347,26.997006221232347,-0.0006181056488986991,-0.00031541679614303144
280,GUOCO,1503,PROPERTY,PROPERTY,MAIN,0.665,0.68,0.0,0.0,35000.0,476312000.0,0.36575630530582365,-0.00017254096063191787,0.017176025402941015,3.7510604551413276e-06,0.0787290257141984,not normal,-0.002336474638975794,0.42259603978851257,7.871005575896026,148.76059503301647,145.76059503301647,-0.005897179024711722,-0.0068136200678298375
281,CSCSTEL,5094,INDUSTRIAL PRODUCTS & SERVICES,METALS,MAIN,1.25,1.25,-0.79,-0.01,81000.0,475000000.0,0.7738091262073514,0.0002616501016642279,0.0862009552348092,5.127720359763128e-26,0.07169183214004003,not normal,-0.005272693883009993,0.328368794157631,-0.14841269356035772,12.769248359450566,9.769248359450566,-0.016531241221403703,-0.007015093983715393
282,OCK,0172,TELECOMMUNICATIONS & MEDIA,TELECOMMUNICATIONS SERVICE PROVIDERS,MAIN,0.435,0.45,3.45,0.015,4171000.0,474529000.0,0.8660368005390033,-0.0002029813933260896,0.08786942346806592,1.6433689022088272e-26,0.0793985345674827,not normal,4.440892098500626e-16,0.5745265112996215,16.540919335368276,444.6587121893792,441.6587121893792,-0.0002709185037235744,-0.0001797266151899613
283,AYER,2305,PROPERTY,PROPERTY,MAIN,6.3,6.25,-0.79,-0.05,10000.0,467832000.0,0.2754025934860343,1.5355580359932534e-05,0.01877855386766615,1.3140293985253603e-06,0.05664831426379097,not normal,0.0023419534590758406,0.25149894746224155,0.4797317037240009,18.214756284287596,15.214756284287596,0.008693092429791641,0.007938573012731797
284,SHL,6017,PROPERTY,PROPERTY,MAIN,0.0,1.93,0.0,0.0,0.0,467299000.0,0.2475262206651902,-0.00012167806648385413,0.014676103806450397,1.9353034056417133e-05,0.057712761100387,not normal,-0.010206220372331654,0.26539843035354266,0.7013983704943066,24.210376972232947,21.210376972232947,-0.03904269599982056,-0.04186170744770763
285,LIIHEN,7089,CONSUMER PRODUCTS & SERVICES,HOUSEHOLD GOODS,MAIN,0.85,0.855,1.18,0.01,205000.0,461700000.0,0.8270597942454282,0.0002891908305787589,0.10927001124446653,6.340925832160186e-33,0.0671933004274914,not normal,0.0021300331843487896,0.3117424033626763,0.009023268264741834,14.710780434669502,11.710780434669502,0.006333380702337628,0.002387231655189894
286,HUMEIND,5000,INDUSTRIAL PRODUCTS & SERVICES,BUILDING MATERIALS,MAIN,0.91,0.91,-2.15,-0.02,3000.0,458326000.0,1.2628638256760132,-0.00013936124002827624,0.09462139759850195,1.6120994456940144e-28,0.11115870491779872,not normal,-0.008802254547641053,0.9481753669101889,21.10515468827703,622.9712197289829,619.9712197289829,-0.009447518595239785,-0.007093325684293106
287,TONGHER,5010,INDUSTRIAL PRODUCTS & SERVICES,METALS,MAIN,2.88,2.89,0.35,0.01,4000.0,454973000.0,0.7350961235231345,0.00036745571486765415,0.08395069043311784,2.3721785410717615e-25,0.06909680137024055,not normal,-0.002980685168882946,0.3229971880535761,0.5289113113325522,15.910406503781374,12.910406503781374,-0.009710100111317316,-0.0042665645094719425
288,ELSOFT,0090,TECHNOLOGY,TECHNOLOGY EQUIPMENT,MAIN,0.69,0.67,0.0,0.0,100000.0,454086000.0,1.1096975518876202,0.00023096840249731376,0.1043245046235059,1.9811366551772107e-31,0.0925237720238889,not normal,-0.0045873455269841434,0.46533825182455507,2.3346665935949504,34.71367627101619,31.71367627101619,-0.01019257576865536,-0.004274133417441055
289,CNERGEN,0246,TECHNOLOGY,TECHNOLOGY EQUIPMENT,ACE,0.98,0.91,-6.19,-0.06,19091000.0,453180000.0,,,,,,,,,,,,,
290,HEXIND,0161,INDUSTRIAL PRODUCTS & SERVICES,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",ACE,0.385,0.39,2.63,0.01,26756000.0,447463000.0,0.5696176489204883,0.002475818566256704,0.0032798228140576875,0.04402516227208431,0.2825604619568006,not normal,2.220446049250313e-16,1.2577260448670928,17.0827494626521,481.93320411555646,478.93320411555646,-0.00012375498100422074,-0.00027325323062938944
291,3A,0012,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,0.915,0.9,-0.55,-0.005,77000.0,442800000.0,0.7220525123027238,8.331779309213918e-05,0.07672924141479161,3.163145044918946e-23,0.07127207334081571,not normal,-4.440892098500626e-16,0.3429598502693799,1.2939970343552596,20.66713148546417,17.66713148546417,-0.00045384281183191195,-0.00021556584893710608
292,NCT,0056,PROPERTY,PROPERTY,MAIN,0.4,0.41,2.5,0.01,1098000.0,440086000.0,0.4308513664058976,0.0010526627287530627,0.008217316456645436,0.0014149637889564154,0.13469058843190332,not normal,-0.009051805475131736,0.6261890569801094,3.1236728856362777,90.49216364379345,87.49216364379345,-0.014703954397298689,-0.021370375159142037
293,BESHOM,7668,CONSUMER PRODUCTS & SERVICES,RETAILERS,MAIN,1.46,1.46,-2.01,-0.03,130000.0,438151000.0,0.633048240798683,-0.000568286209681282,0.09622603266766504,5.346612267565564e-29,0.05520608515598041,not normal,-0.005050774941007807,0.6777922637579592,27.876561065886964,913.1512261746013,910.1512261746013,-0.007681446192573088,-0.008224372912292438
294,CHGP,7187,TRANSPORTATION & LOGISTICS,TRANSPORTATION EQUIPMENT,MAIN,0.925,0.935,1.08,0.01,988000.0,437437000.0,0.3044076710518731,0.0007359556518419809,0.009558608098141467,0.0005744918072258177,0.08817372258722614,not normal,-2.220446049250313e-16,0.4423925473163139,-2.4935025558739534,80.28859746837307,77.28859746837307,-0.0003518365391453895,-0.0005113204350391061
295,TEXCHEM,8702,INDUSTRIAL PRODUCTS & SERVICES,DIVERSIFIED INDUSTRIALS,MAIN,3.36,3.42,1.79,0.06,320000.0,431852000.0,1.230685616352968,0.002086288693155566,0.05539116409541181,4.972979482178543e-17,0.14461701784298758,not normal,0.0,0.7324738886190781,-1.6480636397691142,69.45043787979309,66.45043787979309,-0.0002124988551942884,-0.0001264741057529525
296,KKB,9466,INDUSTRIAL PRODUCTS & SERVICES,INDUSTRIAL ENGINEERING,MAIN,1.44,1.49,0.0,0.0,20000.0,430203000.0,0.8184279183242229,0.0009509254786994185,0.0732024998769105,3.4085214482877733e-22,0.08286600988284468,not normal,-0.004115370990211198,0.44542802041180496,-5.708694373857575,110.49089226929205,107.49089226929205,-0.009588576958076946,-0.005218566910263295
297,ECOFIRS,3557,PROPERTY,PROPERTY,MAIN,0.37,0.365,-1.35,-0.005,3891000.0,429286000.0,0.1630659380435598,0.0002511637420649413,0.003648085365055452,0.03366185687910275,0.07668380568548815,not normal,-0.008850941621683872,0.34735602012340566,-0.31238782343341764,10.70479279683588,7.70479279683588,-0.025928992050505847,-0.055232819266456526
298,OIB,5827,PROPERTY,PROPERTY,MAIN,0.935,0.92,-1.6,-0.015,85000.0,427409000.0,0.40400242084975774,0.0004725158611903153,0.021551503142746363,2.1467702148219456e-07,0.07746057042509985,not normal,0.006173449136051445,0.3652883907403413,1.5548499988328361,58.878167621511395,55.878167621511395,0.01647410491492413,0.014895453499022743
299,MANULFE,1058,FINANCIAL SERVICES,INSURANCE,MAIN,1.99,1.97,-0.51,-0.01,6000.0,426036000.0,0.264433859107963,-0.00019696677206207375,0.0146346009873896,1.9888646293297827e-05,0.061743578338785826,not normal,-1.1102230246251565e-16,0.32353851621360535,5.554828224526072,115.81358847811576,112.81358847811576,-0.00048108603764694056,-0.0005886154795624154
300,SAMCHEM,5147,INDUSTRIAL PRODUCTS & SERVICES,CHEMICALS,MAIN,0.775,0.78,0.0,0.0,131000.0,424320000.0,1.1947160419132052,0.001252393356697963,0.09896226698512736,8.108361892057469e-30,0.10258122663167982,not normal,-0.002421337673982782,0.5341346892375559,-2.4946381809854614,65.85866972940757,62.858669729407566,-0.00482460246207288,-0.0021569874734813847
301,KNM,7164,ENERGY,OTHER ENERGY RESOURCES,MAIN,0.11,0.115,0.0,0.0,19079000.0,423000000.0,1.9698975703127415,0.0009468882898853903,0.1042061525355463,2.150755435163007e-31,0.16434917286734385,not normal,-1.1102230246251565e-16,0.894116800590466,5.807850069190572,100.83004499771889,97.83004499771889,-0.00017408224819015164,-7.901419095951411e-05
302,ABLEGLOB,7167,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,1.36,1.36,0.0,0.0,303000.0,422241000.0,1.030612188797458,0.0005200954865409615,0.1356814765152211,4.826520458058214e-41,0.07401818395807161,not normal,-0.005464809442274676,0.3582459182949628,-0.024121388955365388,10.957211508358872,7.957211508358872,-0.015688829985323987,-0.005453515266129368
303,QES,0196,INDUSTRIAL PRODUCTS & SERVICES,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",ACE,0.51,0.505,-0.98,-0.005,2049000.0,421240000.0,1.542986443789702,0.0011878728369441904,0.0860701189819474,5.605864574203776e-26,0.14307339031608818,not normal,-0.009710565657836345,0.6552634232097719,-1.8142448486777394,37.15717754235032,34.15717754235032,-0.015056868995217973,-0.006394233442774369
304,OPTIMAX,0222,HEALTH CARE,HEALTH CARE PROVIDERS,ACE,0.755,0.78,4.7,0.035,7609000.0,421202000.0,,,,,,,,,,,,,
305,SPRITZER,7103,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,2.0,2.0,0.0,0.0,17000.0,419985000.0,0.23950261859646804,7.591351330290016e-05,0.015981067396989682,8.211489543963834e-06,0.05347805739166601,not normal,0.006270098727481299,0.23653174706364308,0.4178313343042123,9.027279892819534,6.027279892819534,0.0258504363181524,0.025529778757835287
306,EVERGRN,5101,INDUSTRIAL PRODUCTS & SERVICES,WOOD & WOOD PRODUCTS,MAIN,0.495,0.495,0.0,0.0,2332000.0,418980000.0,1.425125219991832,0.000539745886543125,0.09910819979081323,7.33129224240757e-30,0.12226469537007972,not normal,2.220446049250313e-16,0.6083884053647763,2.719427418687891,33.76016613549892,30.76016613549892,-0.00025583962715021913,-0.00010921837646795196
307,BPPLAS,5100,INDUSTRIAL PRODUCTS & SERVICES,PACKAGING MATERIALS,MAIN,1.46,1.48,2.07,0.03,212000.0,416667000.0,0.81462895476854,0.0010235125360356122,0.07662320329247418,3.3979097699327246e-23,0.08047031291036745,not normal,6.661338147750939e-16,0.44803090709019633,-6.22532399140722,139.83455763675906,136.83455763675906,-0.0003474087620461007,-0.0001910684144965377
308,ELKDESA,5228,FINANCIAL SERVICES,OTHER FINANCIALS,MAIN,1.37,1.37,-0.72,-0.01,35000.0,415394000.0,0.36185952557301276,0.0003470816237711563,0.06066832950423543,1.4961424704153517e-18,0.04051678667895711,not normal,2.220446049250313e-16,0.2381098582481659,-9.384704147489957,210.39161240841622,207.39161240841622,-0.0006536892841657037,-0.000430138912453847
309,MHCARE,03005,HEALTH CARE,HEALTH CARE PROVIDERS,LEAP,0.0,0.67,0.0,0.0,0.0,413196000.0,0.13320040360336532,0.0010042420464214795,0.0010088448405119728,0.2643086821513844,0.11927260231775648,not normal,0.0,0.5224845943043116,-13.96590291283086,379.8143229434027,376.8143229434027,-0.0002979032577955923,-0.001168538972710217
310,PARAMON,1724,PROPERTY,PROPERTY,MAIN,0.66,0.66,0.0,0.0,20000.0,410471000.0,0.6346873382894989,0.0001098353024208674,0.10699237318467372,3.101172758758298e-32,0.05217681069223594,not normal,0.001488100743492815,0.24274282316968585,-0.22674035110339402,11.919060297026167,8.919060297026167,0.005489146345513671,0.0020993815384635637
311,IRIS,0010,TECHNOLOGY,SOFTWARE,ACE,0.13,0.125,-3.85,-0.005,3054000.0,407864000.0,1.5328189991614785,0.0008931383768712254,0.07877321523403825,7.946298785856417e-24,0.14915966120761817,not normal,-2.220446049250313e-16,0.7087169407846051,1.359876255063123,13.412166182573085,10.412166182573085,-0.00021962204349054823,-0.00010154484180887136
312,THPLANT,5112,PLANTATION,PLANTATION,MAIN,0.46,0.46,0.0,0.0,231000.0,406572000.0,1.086714274563207,-3.4088728598786816e-05,0.07362216401214725,2.569743673010186e-22,0.10969117320836953,not normal,-0.008131169341537903,0.7439069922852377,14.501849985244622,375.5334004094588,372.5334004094588,-0.011139590419593387,-0.007625573159660539
313,CENGILD,0243,HEALTH CARE,HEALTH CARE PROVIDERS,ACE,0.545,0.495,-8.33,-0.045,22933000.0,405306000.0,,,,,,,,,,,,,
314,MAYBULK,5077,TRANSPORTATION & LOGISTICS,TRANSPORTATION & LOGISTICS SERVICES,MAIN,0.405,0.405,1.25,0.005,1596000.0,405000000.0,1.3400343121708873,9.103896410954675e-05,0.10563395334137074,7.977988491518201e-32,0.11095281493150373,not normal,-0.021296104046292452,0.6874127958468821,10.671570588139073,244.1434090624877,241.1434090624877,-0.031206509449181085,-0.016008361662270695
315,INNATURE,5295,CONSUMER PRODUCTS & SERVICES,PERSONAL GOODS,MAIN,0.575,0.57,0.88,0.005,699000.0,402352000.0,1.0672889090091526,0.0004011866986984692,0.1171785509196712,2.485934366046576e-35,0.08336061196315481,not normal,-0.010206262461303073,0.3884524698307593,1.7059819098546636,25.7638214635469,22.7638214635469,-0.02667485246936081,-0.009708629253642395
316,POHUAT,7088,CONSUMER PRODUCTS & SERVICES,HOUSEHOLD GOODS,MAIN,1.4,1.44,2.13,0.03,308000.0,400752000.0,0.7445969522997039,0.0002457985262624151,0.08672847186251677,3.5790342194346744e-26,0.06875541180064512,not normal,-0.001285365939096006,0.31501678815480205,-0.2121217747052305,20.275574910982577,17.275574910982577,-0.004574409542830907,-0.0019352964008738688
317,IMASPRO,7222,INDUSTRIAL PRODUCTS & SERVICES,CHEMICALS,MAIN,4.9,4.99,0.0,0.0,4000.0,399200000.0,0.03478908276502251,0.001035534622127499,0.0001269925057072222,0.6921364974761597,0.08784011094630333,not normal,0.004484485585053433,0.4864163024011988,-7.964371865374956,177.86108063777567,174.86108063777567,0.00889944621693975,0.12443086676071981
318,CETECH,03024,INDUSTRIAL PRODUCTS & SERVICES,INDUSTRIAL SERVICES,LEAP,0.0,1.15,0.0,0.0,0.0,398029000.0,-0.010084619100481073,0.0006515327592488776,5.069312899440465e-06,0.9369466827397882,0.12745309043611927,not normal,-1.1102230246251565e-16,0.5580395463343507,2.0501837754615377,361.7892985497606,358.7892985497606,-0.0002789226387516913,0.015434381927617749
319,BONIA,9288,CONSUMER PRODUCTS & SERVICES,PERSONAL GOODS,MAIN,2.05,1.97,-4.37,-0.09,822000.0,397097000.0,0.7857431350090472,0.0005033855749402626,0.03655327006832328,1.200488324873451e-11,0.11478836035303025,not normal,-0.03426972692013974,0.5127800446674349,-0.03889744769668939,13.605570548180989,10.605570548180989,-0.06713478252699497,-0.043812507229267265
320,BAHVEST,0098,CONSUMER PRODUCTS & SERVICES,AGRICULTURAL PRODUCTS,ACE,0.32,0.315,-1.56,-0.005,305000.0,390531000.0,1.1567883109265653,0.0007227197807975057,0.07096188041877545,1.5372071732933261e-21,0.11910352690912242,not normal,-0.003952689196895398,0.54102995702916,1.6751267185890313,18.38693154264491,15.38693154264491,-0.007593551902829722,-0.0035515046451290297
321,RUBEREX,7803,INDUSTRIAL PRODUCTS & SERVICES,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",MAIN,0.435,0.425,-1.16,-0.005,2033000.0,389089000.0,1.0535453075114967,0.0015712402438115634,0.03433655712681396,5.113263527288511e-11,0.15898430771924868,not normal,-0.00139303648187461,0.737535532906332,1.215304812562899,21.003857540117902,18.003857540117902,-0.0020998125182703,-0.001469976026302953
322,VSTECS,5162,TECHNOLOGY,TECHNOLOGY EQUIPMENT,MAIN,1.1,1.08,-1.82,-0.02,75000.0,388800000.0,1.00047615589856,0.0009697636375770881,0.09817292655386783,1.3978930818692006e-29,0.08628574030285827,not normal,-0.0022701761621325423,0.4546823430150513,-3.143317036786153,75.09750602041738,72.09750602041738,-0.005335210531462189,-0.002424671503285445
