,STOCK_SYMBOL,STOCK CODE,SECTOR,SUBSECTOR,MKT,OPEN,LAST,CHG%,CHG,VOL,MKT CAP,BETA_5Y,INTERCEPT_5Y,R-SQUARED_5Y,P-VALUE_5Y,BETA STANDARD ERROR_5Y,SKEWNESS_5Y,PEARSON_KURTOSIS_5Y,FISHER_KURTOSIS_5Y,NORMALITY TEST_5Y,annualized_standard_deviation_of_equity_5Y,annualized_return_of_equity_5Y,SHARPE_RATIO_5Y,TREYNOR_RATIO_5Y
262,RSENA,5270,SPECIAL PURPOSE ACQUISITION COMPANY,SPECIAL PURPOSE ACQUISITION COMPANY,MAIN,0.0,0.505,0.0,0.0,0.0,505000000.0,-0.008205400067040784,-0.0006784572792655239,0.0010501895388083837,0.26257859623354274,0.007320720033677101,2.043326480947112,36.3096942932175,33.3096942932175,not normal,0.0,0.0,-inf,0.09195517481772149
263,MEDIA,4502,TELECOMMUNICATIONS & MEDIA,MEDIA,MAIN,0.45,0.45,-1.1,-0.005,2000.0,499140000.0,-0.27436242640270636,0.0007277019240928966,0.0009879542355922127,0.27721459128509773,0.2523815661557846,21.371561187239028,613.3575244363241,610.3575244363241,not normal,5.136544188348903,0.2518907739536984,0.048892063564006806,-0.915344889782645
264,ELSOFT,0090,TECHNOLOGY,TECHNOLOGY EQUIPMENT,MAIN,0.735,0.735,0.0,0.0,14000.0,498139000.0,0.7630459159860735,9.942017051972531e-05,0.04407396869109723,2.1729251517527367e-13,0.10279873828603157,1.090554176707826,37.49477781603439,34.49477781603439,not normal,1.6796107393833055,0.03408465205382005,0.01984395686136398,0.0436803636031967
265,PERSTIM,5436,INDUSTRIAL PRODUCTS & SERVICES,METALS,MAIN,3.81,3.81,0.26,0.01,1000.0,491856000.0,0.4437866296568637,-0.00037630343312197153,0.04834495476671867,1.4310446995902347e-14,0.05695796431410741,-1.914616245895809,58.65570842801833,55.65570842801833,not normal,0.6220382874624917,0.019376056857034696,0.029936304942553036,0.04196054278115319
266,HEXTECH,5136,TRANSPORTATION & LOGISTICS,TRANSPORTATION & LOGISTICS SERVICES,MAIN,3.8,3.8,-1.81,-0.07,187000.0,488866000.0,-3.999599947660527,0.0029719588504019457,0.03197400666503276,4.6547442209653056e-10,0.6366160452309169,31.84709641538079,1069.9480468703214,1066.9480468703214,not normal,14.09571586551285,0.5212197924750979,0.03692364889043168,-0.1301293305051466
267,SLVEST,0215,INDUSTRIAL PRODUCTS & SERVICES,INDUSTRIAL SERVICES,MAIN,0.73,0.73,-0.68,-0.005,338000.0,487314000.0,1.1989279626017657,0.0007147411441864649,0.08089577742625387,1.0366171411376019e-23,0.11690378993229744,0.88178347581372,41.39546058311619,38.39546058311619,not normal,1.9498148583201933,-0.021893289993557663,-0.01161536896415043,-0.01889005820001415
268,QES,0196,INDUSTRIAL PRODUCTS & SERVICES,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",ACE,0.575,0.58,0.87,0.005,1698000.0,483801000.0,0.5261437452705202,0.0014046426251675109,0.0061456779935584235,0.006655498781832705,0.19355167048387914,7.290057910812309,206.53028863973512,203.53028863973512,not normal,3.336839838044228,0.17671864310982976,0.052733760879380684,0.3344411402662263
269,NTPM,5066,CONSUMER PRODUCTS & SERVICES,HOUSEHOLD GOODS,MAIN,0.425,0.425,0.0,0.0,198000.0,477360000.0,0.751393950364165,-0.00042383793209994957,0.06989298698063963,1.3635354242865234e-20,0.07929273544825047,-2.3941685813728646,63.20053000353611,60.20053000353611,not normal,1.0922484013247986,-0.04821770290730598,-0.044836167162635505,-0.06517517459541103
270,FIMACOR,3107,INDUSTRIAL PRODUCTS & SERVICES,INDUSTRIAL SERVICES,MAIN,1.94,1.94,0.0,0.0,3000.0,475808000.0,0.26880425703925187,-1.0888820156484849e-05,0.014185661813171777,3.6100655430662886e-05,0.06482237723681573,7.243440584454708,196.61679088887686,193.61679088887686,not normal,1.1340291199190484,0.06986508265136049,0.06094248590254878,0.25710364268395725
271,REVENUE,0200,TECHNOLOGY,DIGITAL SERVICES,MAIN,0.995,0.995,0.51,0.005,675000.0,474538000.0,1.4107800509261457,0.0009576048698739499,0.10289769904251365,4.752609962765874e-30,0.12050179351984673,-2.872700405821113,87.0846729897697,84.0846729897697,not normal,1.6617498641152053,-0.04949345023094931,-0.03023799207910139,-0.0356171603047383
272,HUMEIND,5000,INDUSTRIAL PRODUCTS & SERVICES,BUILDING MATERIALS,MAIN,0.935,0.94,-4.08,-0.04,49000.0,473410000.0,1.4673065016555964,0.0004110982257850975,0.11491289540304819,1.4268318271079902e-33,0.11780006013823928,0.5508052796155025,43.70215104575611,40.70215104575611,not normal,1.3325796982092115,-0.009792692108342105,-0.007914889533534149,-0.007188151278588016
273,IRIS,0010,TECHNOLOGY,SOFTWARE,ACE,0.145,0.145,0.0,0.0,1462000.0,473122000.0,2.165920367068096,0.001333282520228506,0.16320282523297214,3.315379317148536e-48,0.1418746485902968,-0.9746070720338837,42.35754416404486,39.35754416404486,not normal,2.360309471764081,-0.15897854297791958,-0.06767463075769896,-0.07374835862121595
274,LIIHEN,7089,CONSUMER PRODUCTS & SERVICES,HOUSEHOLD GOODS,MAIN,0.87,0.87,0.0,0.0,26000.0,469800000.0,0.9371039622856316,0.0002683354938285958,0.1388219308474855,1.0180248058972772e-40,0.06751826316091737,-2.332834396136317,69.32445206456286,66.32445206456286,not normal,0.8908569495317069,-0.0023998315424671457,-0.0035408159994030066,-0.003366073207488763
275,SHL,6017,PROPERTY,PROPERTY,MAIN,0.0,1.94,0.0,0.0,0.0,469720000.0,0.37278514169759114,-0.0004906830246595988,0.057907533082328544,3.1402761977082667e-17,0.04349645620720073,-0.9532518883473067,24.308258613102943,21.308258613102943,not normal,0.5965163968350642,0.006455431365864239,0.009556991892423119,0.015292729592948254
276,TEXCHEM,8702,INDUSTRIAL PRODUCTS & SERVICES,DIVERSIFIED INDUSTRIALS,MAIN,3.82,3.68,-2.39,-0.09,1567000.0,463806000.0,-2.4587505985980203,0.0028040904025170466,0.016633597242850958,7.600001597634658e-06,0.5468838751656334,31.33967611896478,1047.2201724399401,1044.2201724399401,not normal,11.906317868872915,0.45818877819694315,0.0384194554720578,-0.18604337075104652
277,BONIA,9288,CONSUMER PRODUCTS & SERVICES,PERSONAL GOODS,MAIN,2.22,2.3,3.6,0.08,688000.0,463615000.0,-1.5760683363840629,0.0015681382233389202,0.013160253449771269,6.950460383653919e-05,0.39480467012171955,29.659372826966155,975.1476211666343,972.1476211666343,not normal,8.511966856151444,0.3987768234940883,0.046760320055620364,-0.25254126696666435
278,OIB,5827,PROPERTY,PROPERTY,MAIN,0.0,0.99,0.0,0.0,0.0,459929000.0,0.36231547246814544,0.00017440128892197757,0.01821414470484436,2.7877110994027643e-06,0.07694969844507142,6.853789112453834,140.38499324005093,137.38499324005093,not normal,1.4703193552673492,0.08951895936464926,0.060370850760442504,0.24499210525666773
279,TONGHER,5010,INDUSTRIAL PRODUCTS & SERVICES,METALS,MAIN,0.0,2.91,0.0,0.0,0.0,458121000.0,0.9622978266041983,0.0004200077795278897,0.13127807045857479,1.918533419147641e-38,0.07160936988858654,-0.9457057881064327,40.775880723572605,37.775880723572605,not normal,0.8037081997726511,0.05781628911973513,0.07099810620105954,0.0592974010171916
280,GUOCO,1503,PROPERTY,PROPERTY,MAIN,0.0,0.65,0.0,0.0,0.0,455298000.0,0.53580870373165,-0.00042934747386139886,0.04015786095763373,2.6145120552482218e-12,0.07577752766588189,-0.6448713787535526,74.08932801373447,71.08932801373447,not normal,1.1043393072891756,0.028488770607800307,0.02511387707303975,0.05176146153847552
281,TANCO,2429,PROPERTY,PROPERTY,MAIN,0.26,0.26,0.0,0.0,5360000.0,454299000.0,-1.5419271374139423,0.003439022543876304,0.008022744412504196,0.0019227906457570745,0.4959858403859041,26.161353540506962,815.6583815939518,812.6583815939518,not normal,10.48400503962937,0.4146527440672194,0.039479017179510766,-0.26842916570219955
282,MANULFE,1058,FINANCIAL SERVICES,INSURANCE,MAIN,0.0,2.1,0.0,0.0,0.0,454150000.0,0.3829245620363773,-0.0004915125564628261,0.03585751178484691,3.9901955776321875e-11,0.057439388496607235,-1.0462709743115375,66.24506883435032,63.24506883435032,not normal,0.5978433989957743,0.009421981003013169,0.014497863520711638,0.02263488129177698
283,OCK,0172,TELECOMMUNICATIONS & MEDIA,TELECOMMUNICATIONS SERVICE PROVIDERS,MAIN,0.42,0.43,2.38,0.01,3279000.0,453438000.0,1.0140518063238937,-0.0002963424875551179,0.1292981680224496,7.532870345508147e-38,0.07612279636442885,1.3722770098009025,31.82508936516388,28.82508936516388,not normal,1.1161434259517031,-0.01973349980038297,-0.018356089658036107,-0.02020412435560818
284,SCGM,7247,INDUSTRIAL PRODUCTS & SERVICES,PACKAGING MATERIALS,MAIN,2.32,2.34,0.86,0.02,176000.0,453023000.0,0.9908957636163277,0.0002074850656589778,0.06196782675834404,2.3006451645942158e-18,0.11152436354444646,0.7611617966101117,29.64403309157704,26.64403309157704,not normal,1.1478699421163774,-0.04320481901774731,-0.03829645363333727,-0.044363241452288954
285,ECOFIRS,3557,PROPERTY,PROPERTY,MAIN,0.39,0.385,-1.28,-0.005,326000.0,452808000.0,-0.13790118050220126,-0.00024572682720873547,0.002936655792887248,0.060889224188272716,0.07350533879659103,7.752803750000257,134.77150516223395,131.77150516223395,not normal,1.4163326378539924,0.05323498013659056,0.03705376105608505,-0.3805656409021006
286,KIPREIT,5280,REAL ESTATE INVESTMENT TRUSTS,REAL ESTATE INVESTMENT TRUSTS,MAIN,0.895,0.895,0.0,0.0,3615000.0,452243000.0,0.1213550446729807,-6.776601238997e-05,0.0049245530012522595,0.015167455554143153,0.049902060571763225,9.059514573395258,239.79168162264546,236.79168162264546,not normal,0.8123205388661179,0.059860522667923854,0.0727619096678427,0.48705015790307343
287,NCT,0056,PROPERTY,PROPERTY,MAIN,0.43,0.42,-2.33,-0.01,449000.0,450820000.0,0.15330234682311175,0.0006859958829540675,0.001326643609311472,0.20793753472050128,0.12167446567451383,9.496785918532076,178.95801459268586,175.95801459268586,not normal,2.3087042294318763,0.12428028252527312,0.05350436489565237,0.8057655742882365
288,POS,4634,TRANSPORTATION & LOGISTICS,TRANSPORTATION & LOGISTICS SERVICES,MAIN,0.575,0.575,0.0,0.0,2000.0,450097000.0,1.3145075301248765,-0.0012154572454701664,0.10959479947055006,5.236177859555135e-32,0.10838719981372597,-3.4542861198559023,49.96680675495392,46.96680675495392,not normal,1.4564809556622753,-0.0991479257798552,-0.06859166567821184,-0.07599991060376708
289,SIGN,7246,CONSUMER PRODUCTS & SERVICES,HOUSEHOLD GOODS,MAIN,1.55,1.52,-1.3,-0.02,889000.0,448778000.0,-1.8454710822514548,0.002321480285314374,0.013213413407546722,6.718091626128412e-05,0.46134667932246765,28.473098920950004,906.2759567109612,903.2759567109612,not normal,9.823633456607933,0.4228444815112402,0.04296678559700377,-0.22871664399026018
290,CIHLDG,2828,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,0.0,2.77,0.0,0.0,0.0,448740000.0,0.6607863064002487,0.0004775096570962115,0.04556890795840504,8.393127855085931e-14,0.08748126625467643,2.1297535922657214,34.63215045300368,31.632150453003682,not normal,1.4220378488865415,0.09815449350036909,0.06849322933213021,0.14740009524918682
291,BESHOM,7668,CONSUMER PRODUCTS & SERVICES,RETAILERS,MAIN,1.49,1.49,0.68,0.01,38000.0,447154000.0,0.7773007795909432,-0.000614553783722699,0.11804620617804741,1.691821547523305e-34,0.06146134358172909,-3.233311023354636,71.42580270459509,68.42580270459509,not normal,0.7203218089847032,-0.018815236774734956,-0.02716808727467617,-0.02517656779226142
292,CSCSTEL,5094,INDUSTRIAL PRODUCTS & SERVICES,METALS,MAIN,1.17,1.17,0.86,0.01,34000.0,444600000.0,0.8086870088960602,0.0007616303543886343,0.04595858761422543,6.548913755147992e-14,0.10658517199709072,6.118728267403118,174.73466928993872,171.73466928993872,not normal,1.9326334772261202,0.11011380771381818,0.05658562785177758,0.1352306609518689
293,AYER,2305,PROPERTY,PROPERTY,MAIN,0.0,5.91,0.0,0.0,0.0,442382000.0,0.25974191782559836,-0.0005329316528978732,0.022623651322271558,1.7114342881528425e-07,0.04938643228684096,1.4622141919779101,37.466982670341366,34.466982670341366,not normal,0.5581018637763828,0.005688835095779332,0.008841228489683568,0.018996957208417757
294,WASEONG,5142,ENERGY,"ENERGY INFRASTRUCTURE, EQUIPMENT & SERVICES",MAIN,0.565,0.57,1.79,0.01,57000.0,441686000.0,1.4707621758869358,0.0008227563893549787,0.11614855983417154,6.1596501733056355e-34,0.11736570777950074,0.8555605359432767,48.480238637269274,45.480238637269274,not normal,1.6133544054855316,0.029063918937512367,0.017546913340084572,0.019248108500496658
295,KNM,7164,ENERGY,OTHER ENERGY RESOURCES,MAIN,0.115,0.12,0.0,0.0,2753000.0,441392000.0,2.3154661640009864,0.0013235389543531238,0.15222004138720055,8.300631417419587e-45,0.15807389018645923,0.9602755417988033,32.13752263798848,29.137522637988482,not normal,2.2344701162396587,-0.1230711579154421,-0.05541613021052156,-0.05347764905322254
296,HEXIND,0161,INDUSTRIAL PRODUCTS & SERVICES,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",ACE,0.38,0.38,1.33,0.005,7715000.0,435990000.0,0.44537650406564466,0.002168458612176032,0.0016595210899049164,0.15897543745683518,0.3160030698174177,23.985696543271235,738.7710057637362,735.7710057637362,not normal,2.428916347294497,0.04024617260201846,0.016258955829579327,0.0886702447118397
297,HARBOUR,2062,TRANSPORTATION & LOGISTICS,TRANSPORTATION & LOGISTICS SERVICES,MAIN,1.08,1.08,-0.92,-0.01,56000.0,432432000.0,-0.3599741238877307,0.000734711560078202,0.0039290371479965384,0.03011912516099654,0.16580186188828464,18.830787375660403,501.1464053634181,498.1464053634181,not normal,3.5084961509465,0.19405200657181765,0.055094111339428715,-0.536976034517663
298,PESTECH,5219,INDUSTRIAL PRODUCTS & SERVICES,INDUSTRIAL ENGINEERING,MAIN,0.43,0.435,1.16,0.005,2747000.0,431616000.0,1.267696848698174,-0.00046732737161328704,0.12034197001617794,3.53087293706684e-35,0.09914705883229187,-0.4894363367111612,42.59384511700316,39.59384511700316,not normal,1.7571296171948323,-0.08365533595314367,-0.04803849649151882,-0.06658521320569671
299,LGMS,0249,TECHNOLOGY,DIGITAL SERVICES,ACE,0.94,0.945,0.53,0.005,2276000.0,430920000.0,,,,,,,,,,,,,
300,PARAMON,1724,PROPERTY,PROPERTY,MAIN,0.685,0.69,0.73,0.005,3000.0,429129000.0,0.6814544923690549,-0.00010727924443724947,0.05946472431527218,1.1536935319093361e-17,0.07839904018162405,-0.11258696859114661,151.97844731212905,148.97844731212905,not normal,0.7194167756582647,-0.024238453285491346,-0.03474061646704986,-0.03667593737069385
301,PERTAMA,8532,CONSUMER PRODUCTS & SERVICES,PERSONAL GOODS,MAIN,1.0,0.99,-1.0,-0.01,4268000.0,429027000.0,0.9091896332185839,0.003235363014100855,0.007640905055343585,0.0024707718232137806,0.299731611083428,12.854013826150924,217.22407960171057,214.22407960171057,not normal,3.6480744658859665,0.19379897062811957,0.052916804038873416,0.21232582794319485
302,SPRITZER,7103,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,1.98,2.04,3.55,0.07,21000.0,428385000.0,0.24058840245732874,-0.00043235962827826546,0.02732714624912598,8.769116629449635e-09,0.041521878461496076,0.7695956878781985,27.817685512135686,24.817685512135686,not normal,0.6134327982684681,0.011731564323252286,0.01789443824429179,0.04562578750064695
303,EVERGRN,5101,INDUSTRIAL PRODUCTS & SERVICES,WOOD & WOOD PRODUCTS,MAIN,0.545,0.505,-6.48,-0.035,9378000.0,427444000.0,0.46434698745383174,0.0013371866451728752,0.003648454548447798,0.03666189523240024,0.221978293791414,19.530199331566028,553.9160306704881,550.9160306704881,not normal,4.43773559050254,0.22291446075631605,0.05006155216506354,0.4784351740427529
304,3A,0012,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,0.865,0.865,1.17,0.01,20000.0,425580000.0,0.8214771169624036,-8.907055860150653e-05,0.11804507140997988,1.6931307028887793e-34,0.06495473028241562,0.22890886180600986,26.115185907935246,23.115185907935246,not normal,0.9842113308551935,0.019075702336482925,0.018615080688970883,0.02230271904178598
305,BAHVEST,0098,CONSUMER PRODUCTS & SERVICES,AGRICULTURAL PRODUCTS,ACE,0.33,0.34,3.03,0.01,75000.0,421525000.0,1.3230988800014316,0.0004316674580801832,0.08714257186064993,1.6986110020965545e-25,0.12387812961096985,0.37441120829256797,29.97058739529494,26.97058739529494,not normal,1.5202916969854194,-0.07910176247378997,-0.05252695362985326,-0.060355497747317
306,RUBEREX,7803,INDUSTRIAL PRODUCTS & SERVICES,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",MAIN,0.465,0.46,-1.08,-0.005,7002000.0,421131000.0,1.6505342844616078,0.0013340908489493574,0.06909387807038238,2.290627782089138e-20,0.1752563472423778,1.3006126291753608,93.87482358332468,90.87482358332468,not normal,2.8991610793058658,-0.23935967063421293,-0.08282195885760048,-0.14547665073806723
307,SAMCHEM,5147,INDUSTRIAL PRODUCTS & SERVICES,CHEMICALS,MAIN,0.78,0.77,-0.65,-0.005,208000.0,418880000.0,0.5513701810043888,0.0013031849427607488,0.014264577518593318,3.43280533650146e-05,0.13258977917467377,10.711278850772212,252.39038168382586,249.39038168382586,not normal,2.3845961219855365,0.13396420736673198,0.055862574438056506,0.2415975382028459
308,MHCARE,03005,HEALTH CARE,HEALTH CARE PROVIDERS,LEAP,0.0,0.67,0.0,0.0,0.0,413196000.0,-0.1444215808450069,0.00020234300321657497,0.0011867863479281978,0.2336573185498009,0.12120038810470878,-14.322474646156007,403.8449502969729,400.8449502969729,not normal,1.0164174781502067,0.0827663553469995,0.08068714687850505,-0.5678640676105079
309,SSTEEL,5665,INDUSTRIAL PRODUCTS & SERVICES,METALS,MAIN,0.0,0.69,0.0,0.0,0.0,411456000.0,1.2840318486367994,0.00017279116642909104,0.08263341326026198,3.311632223102802e-24,0.12376146914171526,-0.29281445583871935,34.688412345769876,31.688412345769876,not normal,1.841710788969735,0.04866389948716643,0.026013514595499092,0.03731166835185252
310,FAVCO,7229,INDUSTRIAL PRODUCTS & SERVICES,INDUSTRIAL ENGINEERING,MAIN,1.74,1.74,0.0,0.0,15000.0,408748000.0,0.3401816468483381,2.7449001936109938e-05,0.014484521858831527,2.9835092207342224e-05,0.08117206036117196,-2.638451881121368,146.40629543017377,143.40629543017377,not normal,1.4906446611193027,0.047512029158242264,0.03136730126247437,0.1374486266199831
311,TAMBUN,5191,PROPERTY,PROPERTY,MAIN,0.915,0.93,1.64,0.015,244000.0,408560000.0,0.27050136428109944,0.0004563825032885815,0.0036871494125337253,0.03567776207774663,0.12862873684717507,20.153467757501133,597.3895702934792,594.3895702934792,not normal,2.539504677892161,0.16048450119564506,0.06289808149934577,0.5904959948077855
312,UNITRAD,0247,INDUSTRIAL PRODUCTS & SERVICES,BUILDING MATERIALS,ACE,0.25,0.26,4.0,0.01,13976000.0,406250000.0,,,,,,,,,,,,,
313,MAYBULK,5077,TRANSPORTATION & LOGISTICS,TRANSPORTATION & LOGISTICS SERVICES,MAIN,0.4,0.405,0.0,0.0,2382000.0,405000000.0,1.4428334426571807,0.0005046236014188227,0.13501974708276304,1.4350688748615046e-39,0.10564202046555227,0.6647309597784654,21.360448015422204,18.360448015422204,not normal,1.6983391720671028,0.013919845113540719,0.007751876852668194,0.009124626396017587
314,BOILERM,0168,INDUSTRIAL PRODUCTS & SERVICES,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",MAIN,0.0,0.78,0.0,0.0,0.0,402480000.0,0.8260119929235606,0.00014711104515615107,0.07805555139102706,6.66605590038493e-23,0.08212074470763768,3.0334833496254334,69.28543598713108,66.28543598713108,not normal,1.2608777150622124,0.03854697548837249,0.029973125894205938,0.045752902880982424
315,CETECH,03024,INDUSTRIAL PRODUCTS & SERVICES,INDUSTRIAL SERVICES,LEAP,0.0,1.15,0.0,0.0,0.0,398029000.0,0.11199261012278143,0.00020191015769695583,0.0005490520850761993,0.41796753122328434,0.1382227036029001,3.223691037484544,326.78296384385527,323.78296384385527,not normal,1.3935867185913287,0.027565797803626113,0.01923903869657535,0.2394021246278473
316,ELKDESA,5228,FINANCIAL SERVICES,OTHER FINANCIALS,MAIN,1.3,1.31,-0.76,-0.01,7000.0,397201000.0,0.39349691621157346,-3.4794165980865112e-06,0.07104770066100484,6.43923210606402e-21,0.041160351409427906,-2.566305787927174,71.78563804647305,68.78563804647305,not normal,0.43356277634663665,0.003892853937368157,0.0072384556769351524,0.00797547530986667
317,PA,7225,INDUSTRIAL PRODUCTS & SERVICES,METALS,MAIN,0.295,0.3,1.69,0.005,413000.0,393282000.0,0.8822868219927633,0.002759276007552866,0.015405786693049968,1.6590102562656605e-05,0.20403869596331564,8.130766417506369,131.6506460829759,128.6506460829759,not normal,2.9969098654384974,0.1546419855097687,0.05134871031219297,0.17441885413700178
318,KRONO,0176,TECHNOLOGY,DIGITAL SERVICES,ACE,0.54,0.545,0.93,0.005,579000.0,391498000.0,1.5355379699130933,0.0005077774791113197,0.16688060667346555,2.359108000843238e-49,0.09924926388168082,-0.2505238529053079,24.4046945777626,21.4046945777626,not normal,1.2752265215825145,-0.00876003625593158,-0.007461078555469811,-0.006196242255138864
319,KAREX,5247,CONSUMER PRODUCTS & SERVICES,PERSONAL GOODS,MAIN,0.38,0.37,-1.33,-0.005,161000.0,389780000.0,1.304247111008884,-0.0008397173400982142,0.07650404778054391,1.8384791872942726e-22,0.1310844637826306,2.4351749582671176,90.90252444938751,87.90252444938751,not normal,2.049248388766104,-0.10431519863834471,-0.051272324141839874,-0.08055967826118735
320,AEMULUS,0181,TECHNOLOGY,TECHNOLOGY EQUIPMENT,ACE,0.575,0.58,0.0,0.0,1810000.0,387342000.0,1.7036841960828537,0.0015746450984293336,0.10541335205458777,8.771667053576004e-31,0.14357159863993407,2.7512721535675433,32.71097640808928,29.71097640808928,not normal,1.7394020843797153,-0.004753163782902692,-0.0031664287573168327,-0.0032328132133761485
321,KKB,9466,INDUSTRIAL PRODUCTS & SERVICES,INDUSTRIAL ENGINEERING,MAIN,1.34,1.34,0.75,0.01,5000.0,386894000.0,0.9585450710069595,0.0007037627760791616,0.12618772668569078,6.419754735540323e-37,0.07296743797894706,0.21778419330565854,27.26596321309764,24.26596321309764,not normal,0.8956839815458307,-0.024204861674539502,-0.027866291221460733,-0.026038828456896174
322,ATAIMS,8176,INDUSTRIAL PRODUCTS & SERVICES,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",MAIN,0.32,0.32,1.59,0.005,2732000.0,385399000.0,1.4793989605508746,-0.0002930759093642016,0.06409945660551196,5.812170761333685e-19,0.16352683543071028,-6.319572854085932,112.89563357965238,109.89563357965238,not normal,3.2161107562784665,-0.2578652199099408,-0.08041381920777431,-0.17481406693110982
323,CHGP,7187,TRANSPORTATION & LOGISTICS,TRANSPORTATION EQUIPMENT,MAIN,0.85,0.855,0.59,0.005,600000.0,383104000.0,-1.0433087848869464,0.0001367908197277514,0.029953039627425546,1.6694460145625974e-09,0.17175320132000477,25.01844014232681,759.1889009868395,756.1889009868395,not normal,3.705629604997589,0.21851109834859406,0.058763716982750534,-0.20871727767017337
324,JCY,5161,TECHNOLOGY,TECHNOLOGY EQUIPMENT,MAIN,0.17,0.18,5.88,0.01,425000.0,382814000.0,2.0952155418610903,1.0512122557870167e-05,0.16020864457136103,2.8271716124369973e-47,0.13876740954734493,-1.5077065115176993,75.20918057666171,72.20918057666171,not normal,2.2716033397910125,-0.21706586758909763,-0.09588839423292589,-0.10396085378081492
325,VSTECS,5162,TECHNOLOGY,TECHNOLOGY EQUIPMENT,MAIN,1.04,1.06,0.0,0.0,15000.0,381600000.0,0.8992652075894771,0.0007915210800828452,0.07678158429148697,1.5335314208606162e-22,0.09020436077520945,1.6329953759304794,30.8400516449164,27.8400516449164,not normal,1.1174783334735612,0.0013610305714470972,0.0005427412377184739,0.000674441275737526
326,KPS,5843,INDUSTRIAL PRODUCTS & SERVICES,DIVERSIFIED INDUSTRIALS,MAIN,0.72,0.705,-2.08,-0.015,79000.0,378857000.0,0.6540473018706051,0.0009301692890012241,0.019399161111476135,1.3157666952936212e-06,0.1345178325542831,4.779014766125557,80.54193124041196,77.54193124041196,not normal,1.9942500865787838,0.09335008238666842,0.046431264570185246,0.14157317540218703
327,SENFONG,5308,INDUSTRIAL PRODUCTS & SERVICES,INDUSTRIAL SERVICES,MAIN,0.74,0.73,-1.35,-0.01,396000.0,378841000.0,,,,,,,,,,,,,
328,ARREIT,5127,REAL ESTATE INVESTMENT TRUSTS,REAL ESTATE INVESTMENT TRUSTS,MAIN,0.645,0.66,2.33,0.015,163000.0,378325000.0,0.27694005048126374,-0.0003800704563218417,0.040553509770327595,2.0340305420379903e-12,0.038967089604982665,-3.194922657849346,154.93268423391999,151.93268423391999,not normal,0.5201841025946861,0.02918632928363407,0.05465718799210077,0.10266409728968953
329,HARISON,5008,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,5.48,5.48,-3.52,-0.2,6000.0,375321000.0,-0.07300216802999841,0.0003428976444525963,0.0006321192150798791,0.38480174351242635,0.08396823084649016,19.074592141856325,535.4549377362636,532.4549377362636,not normal,1.6621859188779247,0.12924085270782748,0.07729961026077599,-1.7600343548347108
330,PTARAS,9598,CONSTRUCTION,CONSTRUCTION,MAIN,2.26,2.26,2.73,0.06,0.0,374854000.0,0.6268637519953673,-0.0003063799414676374,0.08785801017152031,1.0590076037390964e-25,0.0584291741456686,-0.3422649404853326,39.93081724837705,36.93081724837705,not normal,0.7355839988272785,0.005701820205320285,0.006725664527223997,0.007892131570789513
331,CNERGEN,0246,TECHNOLOGY,TECHNOLOGY EQUIPMENT,ACE,0.79,0.75,-1.96,-0.015,37307000.0,373500000.0,,,,,,,,,,,,,
332,SURIA,6521,TRANSPORTATION & LOGISTICS,TRANSPORTATION & LOGISTICS SERVICES,MAIN,1.08,1.08,0.93,0.01,9000.0,373486000.0,0.41873406041057815,-0.00033085268037104197,0.03602999534739324,3.5774143687154984e-11,0.06265474878025311,-0.7500052011181788,80.05959189514475,77.05959189514475,not normal,0.9442732440337349,0.04745847551322302,0.049460203188750315,0.11153605816019521
333,APM,5015,INDUSTRIAL PRODUCTS & SERVICES,AUTO PARTS,MAIN,1.86,1.85,0.0,0.0,7000.0,372960000.0,0.42038150738554386,-0.0007902262762930179,0.04204668740873916,7.882038765576317e-13,0.058045148842117984,3.159740648724713,81.92583516830005,78.92583516830005,not normal,0.9574146606848102,0.023773668266322545,0.024043019408375846,0.054757735210262136
334,ABLEGLOB,7167,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,1.21,1.2,-0.83,-0.01,103000.0,372565000.0,1.0215552955436242,0.00033746323211008384,0.13927509244681432,7.421231244635165e-41,0.07346379923401505,0.25226000210725036,24.5811923992509,21.5811923992509,not normal,0.8556931654509876,-0.005362435584044922,-0.0071485490694963,-0.005987893761936633
335,PLS,9695,PLANTATION,PLANTATION,MAIN,0.0,0.93,0.0,0.0,0.0,371680000.0,0.1851158180677073,-0.0003803877518364272,0.002936842448742051,0.06088100729524493,0.0986689685031806,2.388516888151377,44.93699470972687,41.93699470972687,not normal,1.2107487889637485,0.048622726438357855,0.03953602752038517,0.2585851276266174
