,STOCK SYMBOL,STOCK CODE,SECTOR,SUBSECTOR,MKT,OPEN,LAST,CHG%,CHG,VOL,MKT CAP,BETA_5Y,INTERCEPT_5Y,R-SQUARED_5Y,P-VALUE_5Y,BETA STANDARD ERROR_5Y,NORMALITY TEST_5Y,annualized_standard_deviation_of_equity_5Y,annualized_excess_return_of_equity_5Y
0,MAYBANK,1155,FINANCIAL SERVICES,BANKING,MAIN,8.95,8.97,0.34,0.03,9175000.0,107371020000.0,0.5866946903303522,-0.016518989414385017,0.38336735283475004,6.1559431773677984e-120,0.02221372665771977,normal,0.5249180885318634,0.021306258162079317
1,PBBANK,1295,FINANCIAL SERVICES,BANKING,MAIN,4.65,4.65,0.0,0.0,13425000.0,90259717000.0,0.6062434966200709,-0.01564830455702699,0.16398903234461454,1.3440315889346446e-45,0.0408647880028081,normal,0.7943939769895318,0.03697230221457293
2,PCHEM,5183,INDUSTRIAL PRODUCTS & SERVICES,CHEMICALS,MAIN,8.76,8.8,0.23,0.02,4166000.0,70400000000.0,0.2831982169022902,-0.028610741360842316,0.020468845189394614,1.4645161672101258e-06,0.05848662249128016,normal,0.8769151123758785,0.04549129356830228
3,IHH,5225,HEALTH CARE,HEALTH CARE PROVIDERS,MAIN,6.48,6.49,0.15,0.01,3231000.0,57151222000.0,0.09682523913809009,-0.03622404227096211,0.005096986079582463,0.016669041081854838,0.040385531171752975,normal,0.755342817630637,0.023689609176636317
4,CIMB,1023,FINANCIAL SERVICES,BANKING,MAIN,5.37,5.43,1.12,0.06,14378000.0,56875222000.0,1.1487345869581922,0.006020010263333153,0.46448736027431564,2.413969877607271e-154,0.036823170739786026,normal,0.865110749788284,0.06183890338229148
5,TENAGA,5347,UTILITIES,ELECTRICITY,MAIN,8.53,8.63,0.58,0.05,3047000.0,49649058000.0,1.3801714695003282,0.015460918553783447,0.5288905017584618,1.3683088323535836e-185,0.03888791541344763,normal,0.680527687866674,-0.014154668459816389
6,HLBANK,5819,FINANCIAL SERVICES,BANKING,MAIN,20.88,20.88,0.48,0.1,1035000.0,45261958000.0,-0.08994096652895911,-0.04349317523921132,0.0029862767173053626,0.0670370033596558,0.04906216015021262,normal,0.6072333591745318,0.05068159128972649
7,PMETAL,8869,INDUSTRIAL PRODUCTS & SERVICES,METALS,MAIN,4.89,4.84,-1.02,-0.05,5121000.0,39879750000.0,-0.6317943264056577,-0.0649528562166576,0.034438808165123375,3.6271229224099037e-10,0.09987231977626138,normal,1.163816240131013,0.08095084972957078
8,PETGAS,6033,UTILITIES,"GAS, WATER & MULTI-UTILITIES",MAIN,17.28,17.24,-0.23,-0.04,1038000.0,34113338000.0,0.17295261899379782,-0.033023644061179094,0.01988455455402225,2.0739958724584166e-06,0.03625028269472909,normal,0.5641213913416637,0.022671499657432648
9,MISC,3816,TRANSPORTATION & LOGISTICS,TRANSPORTATION & LOGISTICS SERVICES,MAIN,7.28,7.2,-0.69,-0.05,1412000.0,32139310000.0,-0.1749512692573571,-0.04706866323694476,0.012256004444603761,0.00020011096805444076,0.04688872390483309,normal,0.6619951177966564,0.0034970803038243403
10,SIMEPLT,5285,PLANTATION,PLANTATION,MAIN,4.55,4.64,1.98,0.09,2786000.0,32088916000.0,0.6122485693907831,-0.015400741965383932,0.10729470258112614,1.6056507188390063e-29,0.0527225328871016,normal,1.1666118108640835,0.004277816228394293
11,NESTLE,4707,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,135.8,135.8,0.0,0.0,43000.0,31845100000.0,-0.5772423117921076,-0.06276731624598784,0.12831216466207257,2.3048319923816513e-35,0.04491674801301435,normal,0.21444843819306608,0.0037400440090262776
12,MAXIS,6012,TELECOMMUNICATIONS & MEDIA,TELECOMMUNICATIONS SERVICE PROVIDERS,MAIN,3.79,3.79,0.0,0.0,1133000.0,29676264000.0,1.2250208422361863,0.00925626331115488,0.5122886059783844,3.8116266176366486e-177,0.03568380454236097,normal,0.8569929817962384,-0.009068299154897819
13,DIGI,6947,TELECOMMUNICATIONS & MEDIA,TELECOMMUNICATIONS SERVICE PROVIDERS,MAIN,3.65,3.68,0.55,0.02,1589000.0,28612000000.0,0.7449917387097762,-0.010086618505582543,0.2078100509634532,9.116033479267384e-59,0.043424659117181665,normal,1.0559594719562067,0.010197737733950163
14,AXIATA,6888,TELECOMMUNICATIONS & MEDIA,TELECOMMUNICATIONS SERVICE PROVIDERS,MAIN,2.92,2.9,-0.34,-0.01,2184000.0,26612732000.0,1.9193831748713297,0.03694684544596382,0.5168604948782942,1.925308758474403e-179,0.05540065004538429,normal,1.0929458665896323,-0.0006190270501660322
15,IOICORP,1961,PLANTATION,PLANTATION,MAIN,4.12,4.13,0.49,0.02,3155000.0,25957872000.0,0.4503908338195028,-0.021972979073123424,0.13856513952409652,2.906969485557855e-38,0.03352566063744658,normal,0.720960749684258,0.004174092997663692
16,RHBBANK,1066,FINANCIAL SERVICES,BANKING,MAIN,5.92,5.95,0.68,0.04,3756000.0,25061859000.0,-0.18026660912862802,-0.04721888237789991,0.009898413902903592,0.000837430283463694,0.05382399560198946,normal,0.7239211276061712,0.03472209970670015
17,KLK,2445,PLANTATION,PLANTATION,MAIN,22.4,22.4,-0.27,-0.06,1029000.0,24214798000.0,0.46359242369387255,-0.021465100985182697,0.13101733963907117,3.989233958706918e-36,0.03564355954669185,normal,0.8538463267192056,0.0075844751466105365
18,PPB,4065,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,16.54,16.68,0.85,0.14,419000.0,23728950000.0,0.058281449657162414,-0.03747419971928093,0.0028448568028664263,0.07386131037027092,0.03257504906497704,normal,0.5920322720173615,-0.004045031513140618
19,HLFG,1082,FINANCIAL SERVICES,BANKING,MAIN,19.72,19.7,0.0,0.0,229000.0,22606083000.0,0.4636142563177819,-0.021380365153864416,0.0928352983168511,1.4165098168073707e-25,0.0432660110353463,normal,0.7335763104233034,0.058287747813341007
20,PETDAG,5681,CONSUMER PRODUCTS & SERVICES,RETAILERS,MAIN,22.02,22.04,0.18,0.04,261000.0,21895726000.0,0.4552712109448214,-0.02164153983997081,0.09174715409180179,2.791275195992084e-25,0.04276424834185757,normal,0.8622335339905833,0.017107465364501806
21,TM,4863,TELECOMMUNICATIONS & MEDIA,TELECOMMUNICATIONS SERVICE PROVIDERS,MAIN,5.58,5.58,-0.18,-0.01,1916000.0,21135189000.0,0.06041186053727329,-0.037907914382220236,0.0005004276903425574,0.4537086963455883,0.08060211218217915,normal,0.8668406027099295,0.06123346623650949
22,MRDIY,5296,CONSUMER PRODUCTS & SERVICES,RETAILERS,MAIN,2.15,2.11,-1.86,-0.04,3997000.0,19890297000.0,0.24831365307001985,-0.02982448206199028,0.01679481844668938,1.3103638902794534e-05,0.05672030966741902,normal,1.609294410461424,0.00804122011506525
23,GENTING,3182,CONSUMER PRODUCTS & SERVICES,"TRAVEL, LEISURE & HOSPITALITY",MAIN,4.73,4.75,0.21,0.01,1353000.0,18415256000.0,2.11032838983098,0.044534635766330814,0.5248471322277578,1.6595616263878941e-183,0.059945125823685,normal,1.1322205045646756,0.032862584291810215
24,HAPSENG,3034,INDUSTRIAL PRODUCTS & SERVICES,DIVERSIFIED INDUSTRIALS,MAIN,7.33,7.34,0.82,0.06,269000.0,18274263000.0,0.6920529228240231,-0.012187933325986694,0.22715208078227578,8.28211464065533e-65,0.03810934987494643,normal,0.7811990566740541,-0.008076795387109037
25,GENM,4715,CONSUMER PRODUCTS & SERVICES,"TRAVEL, LEISURE & HOSPITALITY",MAIN,2.99,2.97,-1.0,-0.03,2865000.0,17635993000.0,1.4965783139903075,0.019802165839750425,0.27808618159265314,1.8367240315157022e-81,0.07198731780957245,normal,0.8900665931916941,0.03682500215354345
26,SIME,4197,CONSUMER PRODUCTS & SERVICES,AUTOMOTIVE,MAIN,2.3,2.3,-0.43,-0.01,6214000.0,15662812000.0,1.05214427828711,0.0021604642759877335,0.23247467695384072,1.6959172151483518e-66,0.057073880214922074,normal,0.7299352792327792,0.02098615940390758
27,AMBANK,1015,FINANCIAL SERVICES,BANKING,MAIN,4.03,4.03,-1.23,-0.05,3053000.0,13356165000.0,0.951266070756577,-0.0018743885614336611,0.33763109175867556,1.7739294078470987e-102,0.039777211178651295,normal,0.8646448473806899,0.04247955870040787
28,DIALOG,7277,ENERGY,"ENERGY INFRASTRUCTURE, EQUIPMENT & SERVICES",MAIN,2.28,2.31,0.87,0.02,2766000.0,13042040000.0,0.6380152457884418,-0.014057448388462027,0.09559052083407953,2.534438500014239e-26,0.058588147594849184,normal,1.08375248734593,-0.03979113332575501
29,KLCC,5235SS,REAL ESTATE INVESTMENT TRUSTS,REAL ESTATE INVESTMENT TRUSTS,MAIN,7.03,7.03,0.14,0.01,162000.0,12691492000.0,,,,,,,,
30,QL,7084,CONSUMER PRODUCTS & SERVICES,AGRICULTURAL PRODUCTS,MAIN,5.05,5.02,-0.59,-0.03,495000.0,12216959000.0,-0.7082102233232809,-0.06800019876096886,0.11376393828007167,2.6369892702180046e-31,0.059011705060388414,normal,0.6098734140167543,-0.031093787817781493
31,WPRTS,5246,TRANSPORTATION & LOGISTICS,TRANSPORTATION & LOGISTICS SERVICES,MAIN,3.45,3.45,0.0,0.0,372000.0,11764500000.0,0.046880014169642624,-0.038082701929621786,0.0009095403233442622,0.3123971705423234,0.04638555239776438,normal,0.6813908193301365,-0.010654666898466392
32,INARI,0166,TECHNOLOGY,SEMICONDUCTORS,MAIN,2.92,2.92,-0.34,-0.01,6048000.0,10828532000.0,-0.723763076873477,-0.06864229049533724,0.048879549785138796,6.534184338316733e-14,0.09531344268800401,normal,1.1250110622064475,0.05927265829603545
33,AIRPORT,5014,TRANSPORTATION & LOGISTICS,TRANSPORTATION & LOGISTICS SERVICES,MAIN,6.3,6.25,0.16,0.01,949000.0,10369949000.0,1.4467812941483618,0.018014337716199744,0.38917733029079293,3.0169362341953206e-122,0.05411158593644967,normal,1.1090439759481878,0.013433177280734121
34,GAMUDA,5398,CONSTRUCTION,CONSTRUCTION,MAIN,3.82,3.82,0.0,0.0,1569000.0,9756016000.0,0.742738826522529,-0.010400587504201517,0.0735175969958676,2.160560186734526e-20,0.07871593068271279,normal,0.8965037080478336,0.029104470700916707
35,BKAWAN,1899,PLANTATION,PLANTATION,MAIN,23.8,23.3,-2.1,-0.5,6000.0,9309176000.0,-0.2177867029628396,-0.04880305878918154,0.019484998627049017,2.631400124534219e-06,0.046122396321539194,normal,0.6396191914458867,0.054781079662252985
36,F&N,3689,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,23.02,23.2,0.78,0.18,298000.0,8509261000.0,0.794322302334626,-0.007795487529558796,0.19192281328737143,6.527070931611471e-54,0.04865903037746575,normal,0.8856419813138177,-0.02362312873077199
37,TIMECOM,5031,TELECOMMUNICATIONS & MEDIA,TELECOMMUNICATIONS SERVICE PROVIDERS,MAIN,4.44,4.45,0.45,0.02,1266000.0,8172808000.0,-0.7849295443722097,-0.07148538187607621,0.15632919291851116,2.2952565772497705e-43,0.05443781878766547,normal,0.621990871136045,0.03106248212881102
38,SUNWAY,5211,INDUSTRIAL PRODUCTS & SERVICES,DIVERSIFIED INDUSTRIALS,MAIN,1.64,1.62,-1.82,-0.03,392000.0,7993209000.0,0.062163121218941554,-0.03759236493369332,0.0016521591773873627,0.17326913623491644,0.04561959042089936,normal,0.7231245713371451,0.027818603301208
39,HEIM,3255,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,24.5,24.4,0.08,0.02,172000.0,7371191000.0,-0.538625477034837,-0.06142669955683507,0.05230814481451704,8.338606141314218e-15,0.06844462976850016,normal,1.01325410329109,0.02551274495479028
40,VITROX,0097,TECHNOLOGY,SEMICONDUCTORS,MAIN,7.64,7.6,-0.26,-0.02,677000.0,7179302000.0,-1.2438692495578936,-0.0892228293549361,0.12439294200259518,2.8990903499739294e-34,0.09852241757444288,normal,1.243035327173547,0.03982509893577202
41,CARLSBG,2836,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,23.18,23.28,0.43,0.1,99000.0,7117813000.0,-0.3428345175252966,-0.05347336461745229,0.017804620425531395,7.168279450013712e-06,0.07601874519577638,normal,0.9940400471203215,0.011314634337787233
42,TOPGLOV,7113,HEALTH CARE,HEALTH CARE EQUIPMENT & SERVICES,MAIN,0.925,0.855,-7.57,-0.07,121560000.0,7017075000.0,1.4742642499130851,0.019892854729370503,0.11805627276980399,1.6993916019594802e-32,0.12029700356547535,normal,1.6968110646898116,-0.27074374667113776
43,HARTA,5168,HEALTH CARE,HEALTH CARE EQUIPMENT & SERVICES,MAIN,2.28,2.0,-12.28,-0.28,48278000.0,6855214000.0,2.797178272551227,0.07311366093196414,0.23018138024875948,9.08715040976645e-66,0.15271539800208941,normal,2.0116612931141953,-0.26250143807005655
44,MPI,3867,TECHNOLOGY,SEMICONDUCTORS,MAIN,32.0,32.04,-0.5,-0.16,354000.0,6724697000.0,-1.313609248908912,-0.09226853869454964,0.1339036306777712,6.104284465971932e-37,0.09973709207136391,normal,1.2982747407949664,0.10776169689136506
45,IJM,3336,CONSTRUCTION,CONSTRUCTION,MAIN,1.8,1.77,-1.67,-0.03,429000.0,6456192000.0,1.4048398769389598,0.016163695142427215,0.22172264198184452,4.2559069062464415e-63,0.07857648066319,normal,1.0579617518457665,0.04787569741964681
46,YINSON,7293,ENERGY,"ENERGY INFRASTRUCTURE, EQUIPMENT & SERVICES",MAIN,2.06,2.09,1.95,0.04,1096000.0,6379419000.0,0.28977652453381103,-0.028213668650640882,0.020439214726952197,1.4905815924616523e-06,0.05988945529800338,normal,0.9516236406578056,-0.037131969475629134
47,YTL,4677,UTILITIES,"GAS, WATER & MULTI-UTILITIES",MAIN,0.565,0.565,0.0,0.0,6011000.0,6227861000.0,2.866264491957618,0.07529527756163208,0.43935389182469975,3.709978257021581e-143,0.09666227273281236,normal,1.0621453928695204,-0.02413423961500305
48,YTLPOWR,6742,UTILITIES,"GAS, WATER & MULTI-UTILITIES",MAIN,0.74,0.735,-0.68,-0.005,926000.0,5996283000.0,1.2585256139788799,0.010422435355904425,0.3097589182848541,2.041405355745229e-92,0.056085955483712084,normal,0.9393289427260586,0.03191508426923484
49,UTDPLT,2089,PLANTATION,PLANTATION,MAIN,14.5,14.4,0.14,0.02,48000.0,5994267000.0,-0.35470177659067376,-0.054243284719673594,0.09187877328090197,2.5715068544559415e-25,0.03329133836118602,normal,0.48646018970552735,0.009102560870537069
50,GENP,2291,PLANTATION,PLANTATION,MAIN,6.53,6.62,0.46,0.03,57000.0,5940511000.0,1.4508094647057088,0.018250924119565637,0.4515659929496826,1.5768611453884292e-148,0.0477326477859972,normal,0.9061563727176676,-0.04093024429184933
51,IGBREIT,5227,REAL ESTATE INVESTMENT TRUSTS,REAL ESTATE INVESTMENT TRUSTS,MAIN,1.65,1.65,-1.2,-0.02,129000.0,5912253000.0,-0.26521683611779784,-0.05054918902401522,0.035906745537384516,1.514342594656135e-10,0.04102760461383457,normal,0.596828251768083,0.004213029275183189
52,MYEG,0138,TECHNOLOGY,DIGITAL SERVICES,MAIN,0.795,0.785,-1.88,-0.015,15268000.0,5815764000.0,0.5135009807013,-0.019132173953294942,0.018393983770543167,5.0428269975159115e-06,0.11198904861315791,normal,1.1092139249469672,0.012264561635709548
53,BIMB,5258,FINANCIAL SERVICES,BANKING,MAIN,2.67,2.66,-0.37,-0.01,358000.0,5733016000.0,1.9463222249205216,0.03815685737879424,0.4688806048431196,2.364185284699968e-156,0.06184196200751926,normal,1.012319715806816,-0.03068288634066363
54,ABMB,2488,FINANCIAL SERVICES,BANKING,MAIN,3.61,3.59,-0.28,-0.01,1771000.0,5557700000.0,0.4129003628792733,-0.02335186036885897,0.0593547297235648,1.1915551628880697e-16,0.04907203950863293,normal,0.8507078415929505,0.08062098264682582
55,FGV,5222,PLANTATION,PLANTATION,MAIN,1.53,1.52,0.0,0.0,252000.0,5545190000.0,0.16607439247421563,-0.03335593659042152,0.0026181020944275758,0.0864079278400162,0.0967706583657351,normal,1.1028941973298172,0.03903634983805393
56,IOIPG,5249,PROPERTY,PROPERTY,MAIN,0.98,0.98,0.0,0.0,342000.0,5396022000.0,2.7189586774560346,0.06921736714261179,0.4861252717447648,2.1085709157693814e-164,0.08345660417147442,normal,1.2318947856056985,0.011261177512571052
57,SCIENTX,4731,INDUSTRIAL PRODUCTS & SERVICES,PACKAGING MATERIALS,MAIN,3.4,3.42,0.59,0.02,256000.0,5304420000.0,-0.02434857112562726,-0.04094688169698574,0.00022889878863523186,0.6123691295862865,0.04804028708563736,normal,0.7743927941794454,0.01158332363736747
58,LPI,8621,FINANCIAL SERVICES,INSURANCE,MAIN,13.34,13.3,0.0,0.0,61000.0,5298491000.0,0.15227430088258992,-0.03386867889393834,0.018204553238039618,5.646191295087318e-06,0.03338494614475445,normal,0.4437454435039122,0.014649472917981576
59,SUNREIT,5176,REAL ESTATE INVESTMENT TRUSTS,REAL ESTATE INVESTMENT TRUSTS,MAIN,1.52,1.51,0.0,0.0,556000.0,5171460000.0,0.07116182213927767,-0.03711985139388187,0.0033913990118593475,0.05094991478106366,0.03641862143319252,normal,0.6276895419234529,0.00227211428937224
60,BURSA,1818,FINANCIAL SERVICES,OTHER FINANCIALS,MAIN,6.38,6.38,0.16,0.01,225000.0,5163328000.0,0.4388030508368616,-0.022447047029260696,0.06730196996801036,9.602143740105604e-19,0.048767428000078994,normal,0.7236832646943485,-0.03906251625775781
61,D&O,7204,TECHNOLOGY,SEMICONDUCTORS,MAIN,4.09,4.09,-0.73,-0.03,1152000.0,5060177000.0,-1.5256849056843604,-0.09997324574555894,0.10952649304594737,3.9028634782640566e-30,0.12987313724180852,normal,1.820284835353434,0.20038606755931898
62,GREATEC,0208,TECHNOLOGY,TECHNOLOGY EQUIPMENT,MAIN,3.9,4.0,1.27,0.05,1151000.0,5008541000.0,0.9081233851518574,-0.0020205786453707172,0.047849030085638865,1.2119832365345967e-13,0.12093855312415942,normal,1.6993013935077272,0.03754834303848309
63,UNISEM,5005,TECHNOLOGY,SEMICONDUCTORS,MAIN,2.98,3.01,1.01,0.03,863000.0,4855368000.0,-0.9669459675683002,-0.07812304122569347,0.06845999556284146,4.743164150180057e-19,0.10648491778121476,normal,1.7313855730202283,0.1085840807676508
64,AFFIN,5185,FINANCIAL SERVICES,BANKING,MAIN,2.15,2.14,-0.47,-0.01,565000.0,4734386000.0,0.7698972619097617,-0.009094668271075322,0.26349826935478854,1.4121165559167077e-76,0.03842681140592341,normal,0.9363459084274094,0.05974030727630453
65,CHINHIN,5273,INDUSTRIAL PRODUCTS & SERVICES,BUILDING MATERIALS,MAIN,5.01,5.23,4.39,0.22,1200000.0,4628979000.0,-1.6773810929564952,-0.1057866095076018,0.11165978608458109,1.0066462289681292e-30,0.14124613749079393,normal,2.531762481756229,0.32871050713269234
66,FRONTKN,0128,TECHNOLOGY,SEMICONDUCTORS,MAIN,2.9,2.9,-0.34,-0.01,1341000.0,4582443000.0,-1.3498456885958423,-0.09234333502925385,0.07767661408195034,1.6854490122082574e-21,0.13886223862032854,normal,1.4584945606354345,0.044579344585775615
67,ASTRO,6399,TELECOMMUNICATIONS & MEDIA,MEDIA,MAIN,0.875,0.875,0.0,0.0,2690000.0,4562693000.0,2.8981179856885237,0.0761666423460314,0.40139886451262446,3.537059429245154e-127,0.10565750037420518,normal,0.8516556585122352,0.02168722918331145
68,UWC,5292,TECHNOLOGY,SEMICONDUCTORS,MAIN,4.04,4.03,-0.74,-0.03,532000.0,4438501000.0,1.147714129390202,0.0075025060520333975,0.07790675008324113,1.4631448273685252e-21,0.1178791992990187,normal,1.8538291251975438,0.0855659471626895
69,MBSB,1171,FINANCIAL SERVICES,OTHER FINANCIALS,MAIN,0.59,0.6,1.69,0.01,6023000.0,4302890000.0,2.049010711557539,0.04221787286119955,0.4851639754913254,6.0222973818554484e-164,0.06301413678068343,normal,1.025606086636193,0.020302182920307388
70,ORIENT,4006,CONSUMER PRODUCTS & SERVICES,AUTOMOTIVE,MAIN,6.85,6.8,-0.87,-0.06,10000.0,4218677000.0,0.09246863125660106,-0.03639920719087098,0.006679104454647404,0.006116196626227513,0.03366539144936663,normal,0.5949498975582798,0.025525077770235605
71,PMBTECH,7172,INDUSTRIAL PRODUCTS & SERVICES,METALS,MAIN,3.31,3.33,1.22,0.04,727000.0,4183007000.0,-1.6884394940993148,-0.10554011447162609,0.10802068773569412,1.0138925698834853e-29,0.1448481642928494,normal,2.4838367320730637,0.24882961143861326
72,GASMSIA,5209,UTILITIES,"GAS, WATER & MULTI-UTILITIES",MAIN,3.2,3.2,0.0,0.0,1146000.0,4108800000.0,-0.4808486870146134,-0.05924536854880095,0.10160793898148636,5.813053120673714e-28,0.04268557516530175,normal,0.49828607462732366,0.03950729645056583
73,LCTITAN,5284,INDUSTRIAL PRODUCTS & SERVICES,CHEMICALS,MAIN,1.78,1.77,0.0,0.0,406000.0,4092885000.0,4.099721049147045,0.1250750253214522,0.45513017860803323,4.050912944012741e-150,0.13391722447269502,normal,1.3665153955029448,-0.00327833294121449
74,KPJ,5878,HEALTH CARE,HEALTH CARE PROVIDERS,MAIN,0.87,0.885,1.14,0.01,781000.0,3987377000.0,0.8498598515875841,-0.005788401706602844,0.22053794090780546,1.0016918892632749e-62,0.047698719156937845,normal,0.8293356385228519,0.017159031769200084
75,PAVREIT,5212,REAL ESTATE INVESTMENT TRUSTS,REAL ESTATE INVESTMENT TRUSTS,MAIN,1.32,1.3,-1.52,-0.02,246000.0,3968653000.0,0.38961998727055674,-0.02434959282173136,0.08110221200245772,2.0462578191382548e-22,0.03915273028961464,normal,0.6306356738070574,-0.0169774966771552
76,UOADEV,5200,PROPERTY,PROPERTY,MAIN,1.66,1.64,-0.61,-0.01,166000.0,3950076000.0,0.7407355926313951,-0.0102981890275907,0.19461885251007732,9.942339344628925e-55,0.044985759858929476,normal,0.7101819818655537,0.01770675321745685
77,VS,6963,INDUSTRIAL PRODUCTS & SERVICES,"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",MAIN,1.0,0.99,-1.0,-0.01,1950000.0,3801126000.0,-0.17170748668152835,-0.04650163779052088,0.0026637614377307242,0.08370802858118882,0.09918955434033555,normal,1.471280311509651,0.024369353593966636
78,AEONCR,5139,FINANCIAL SERVICES,OTHER FINANCIALS,MAIN,13.92,14.02,0.0,0.0,65000.0,3579414000.0,0.17909069905124742,-0.03263647128901165,0.008603495762665518,0.0018521597672310009,0.057393514577016434,normal,1.0034989196736877,0.0663878953605348
79,UMW,4588,CONSUMER PRODUCTS & SERVICES,AUTOMOTIVE,MAIN,2.95,3.0,1.01,0.03,27000.0,3504882000.0,2.981450954832764,0.07981515548920168,0.5100681366172946,4.8840700292714224e-176,0.08723383922216409,normal,0.929723787625089,0.018178065994945314
80,MFCB,3069,UTILITIES,ELECTRICITY,MAIN,3.51,3.49,-0.57,-0.02,109000.0,3449349000.0,-0.8131052696267733,-0.07248212036727224,0.07584164036377693,5.2003690871758985e-21,0.08473633704801309,normal,0.7254761507463405,0.008892889580266683
81,CTOS,5301,TECHNOLOGY,DIGITAL SERVICES,MAIN,1.47,1.45,-2.03,-0.03,3339000.0,3349500000.0,0.21090173402298754,-0.031385997892929764,0.02874188874212725,1.0718525215430633e-08,0.03660103777683787,normal,1.0447682815104031,0.018326459522066685
82,MALAKOF,5264,UTILITIES,ELECTRICITY,MAIN,0.65,0.66,1.54,0.01,1087000.0,3300000000.0,0.29775855942987256,-0.028012859163102713,0.029898314038412255,5.392186468944594e-09,0.050635267222468555,normal,0.7482757972796185,-0.02082861184427509
83,SIMEPROP,5288,PROPERTY,PROPERTY,MAIN,0.475,0.475,0.0,0.0,1067000.0,3230399000.0,1.784783254348292,0.03262115535064341,0.12161884202021793,1.7288945029750656e-33,0.14319574974822402,normal,1.184600272942917,-0.022937168225277915
84,SPSETIA,8664,PROPERTY,PROPERTY,MAIN,0.78,0.785,0.0,0.0,783000.0,3199258000.0,7.166051954087583,0.24883643151885143,0.47262615068110775,4.443112935750193e-158,0.22598725428544367,normal,1.6132886086736378,0.015109384269668347
85,AXREIT,5106,REAL ESTATE INVESTMENT TRUSTS,REAL ESTATE INVESTMENT TRUSTS,MAIN,1.94,1.92,-1.54,-0.03,101000.0,3150824000.0,-0.7504053275059144,-0.07002982576059434,0.1724721694655723,4.29235998271346e-48,0.049071718949374836,normal,0.4579258356954902,0.0066317363971686305
86,FFB,5306,CONSUMER PRODUCTS & SERVICES,FOOD& BEVERAGES,MAIN,1.64,1.67,1.83,0.03,2005000.0,3102785000.0,0.04670955959728539,-0.03809673985495387,0.0196488079727617,2.3867079386553047e-06,0.009849905877621065,normal,0.2798843570838278,0.005015191702216093
87,HLIND,3301,CONSUMER PRODUCTS & SERVICES,AUTOMOTIVE,MAIN,9.01,9.11,-0.11,-0.01,11000.0,2987203000.0,-0.014231984308487143,-0.04049486658065722,8.895535314645959e-05,0.7521083695333073,0.04504677107277292,normal,0.5837366590502011,0.03877700180139598
88,BAT,4162,CONSUMER PRODUCTS & SERVICES,PERSONAL GOODS,MAIN,10.24,10.3,0.78,0.08,100000.0,2940959000.0,5.267334165950512,0.1723398093367821,0.4099653394677651,1.0769860233169565e-130,0.1886512271785876,normal,0.8387916813980193,0.013662418933683362
89,PENTA,7160,TECHNOLOGY,TECHNOLOGY EQUIPMENT,MAIN,4.16,4.06,-2.17,-0.09,1410000.0,2892008000.0,-1.0979777808585178,-0.08305634242769376,0.06148973501597341,3.2736332876028464e-17,0.12806053916479818,normal,1.3709461841056805,0.012292737791105068
90,HONGSENG,0041,TECHNOLOGY,SOFTWARE,MAIN,0.55,0.55,-0.9,-0.005,7164000.0,2809629000.0,-1.8315774410185894,-0.11076759609850553,0.04235404103831781,3.24382534218657e-12,0.2600063298591341,normal,3.1210293532128235,0.057289123465219305
91,DNEX,4456,TECHNOLOGY,DIGITAL SERVICES,MAIN,0.885,0.89,0.0,0.0,38717000.0,2809135000.0,-0.2394400758342773,-0.04884481671925097,0.00205287946104315,0.12898557781501527,0.1576058932722344,normal,3.011098260195657,0.1797258260867336
92,MCEMENT,3794,INDUSTRIAL PRODUCTS & SERVICES,BUILDING MATERIALS,MAIN,2.13,2.11,-1.86,-0.04,117000.0,2764525000.0,3.2589953014746453,0.09082384649222475,0.3227804665221847,4.579546762878325e-97,0.140928367628046,normal,1.3447134258741373,0.0035738285784852053
93,TAKAFUL,6139,FINANCIAL SERVICES,INSURANCE,MAIN,3.25,3.28,0.92,0.03,67000.0,2746363000.0,0.5530816111220996,-0.01774721414317143,0.09272317229228944,1.5191101286306462e-25,0.05164978993234003,normal,0.6429594798424596,-0.03780295562895253
94,KOSSAN,7153,HEALTH CARE,HEALTH CARE EQUIPMENT & SERVICES,MAIN,1.18,1.07,-8.55,-0.1,33960000.0,2736923000.0,1.3322804746444932,0.013879397516208598,0.1320968030647883,1.978293472380241e-36,0.10195035094586608,normal,1.8003053216798106,-0.22542540612985595
95,CAPITALA,5099,CONSUMER PRODUCTS & SERVICES,"TRAVEL, LEISURE & HOSPITALITY",MAIN,0.645,0.65,0.78,0.005,5113000.0,2705166000.0,2.2691400100845143,0.052060246104229005,0.1395853855959054,1.4898433895981427e-38,0.16818946104965254,normal,1.7660509979084984,0.003889363000936008
96,LITRAK,6645,TRANSPORTATION & LOGISTICS,TRANSPORTATION & LOGISTICS SERVICES,MAIN,4.81,4.83,0.84,0.04,558000.0,2606624000.0,0.3960505715358419,-0.024193358574688004,0.041506144212644314,5.381468719128145e-12,0.056818882409805364,normal,0.5658490576894396,0.02238612323870548
